trial,family,physical_core,weights,device,compute_capability,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,stage_space,stage_handoff,flow_tile_log,data_space,role_stages,target_ctas_per_sm,data_time,token_interleave,pipeline_buffers,dataflow_layout,dataflow_state,compute_unit,word_bits,logN,N,batch,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,hierarchical_core,stage_partition,segment_cores,segment_threads,segment_units,segment_data_space,segment_data_time,segment_role_stages,segment_token_interleave,segment_cta_weights,boundary_storage,boundary_buffers,ready_window,inverse,warmup,repeat,h2d_ms,kernel_ms,timed_region_wall_ms,host_timing_overhead_ms,d2h_ms,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,cross_twiddle,mod_multiply,output_order,correct
1,appt,appt-online,8-7-5,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+7+5","ring+ring","2+2",8,0,2,5,5.456160,2.226790,2.228478,0.001688,5.095840,1796.307344,313.018670,1883564769.704308,fused,shoup,natural,-1
1,appt,appt-online,8-8-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+8+4","ring+ring","2+2",8,0,2,5,5.469568,2.179072,2.180831,0.001759,5.114944,1835.643879,313.391607,1924812115.554904,fused,shoup,natural,-1
1,appt,appt-online,8-9-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","8+9+3","ring+ring","2+2",8,0,2,5,5.461952,2.716877,2.718479,0.001602,5.105088,1472.278787,301.115999,1543796201.786913,fused,shoup,natural,-1
1,appt,appt-online,9-3-8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+3+8","ring+ring","2+2",8,0,2,5,5.455328,2.635366,2.636996,0.001630,5.099648,1517.815488,303.252173,1591544893.577507,fused,shoup,natural,-1
1,appt,appt-online,9-4-7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+4+7","ring+ring","2+2",8,0,2,5,5.458976,2.232729,2.234366,0.001637,5.102656,1791.529210,312.637729,1878554532.543221,fused,shoup,natural,-1
1,appt,appt-online,9-5-6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+5+6","ring+ring","2+2",8,0,2,5,5.457440,2.143642,2.145213,0.001572,5.097120,1865.983471,315.005241,1956625484.512270,fused,shoup,natural,-1
1,appt,appt-online,9-6-5,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+6+5","ring+ring","2+2",8,0,2,5,5.456288,2.260787,2.262319,0.001532,5.105216,1769.295188,311.956729,1855240471.024460,fused,shoup,natural,-1
1,appt,appt-online,9-7-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+7+4","ring+ring","2+2",8,0,2,5,5.455360,2.428314,2.430036,0.001722,5.097152,1647.233612,308.146803,1727249631.904532,fused,shoup,natural,-1
1,appt,appt-online,9-8-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","9+8+3","ring+ring","2+2",8,0,2,5,5.456672,2.690253,2.691684,0.001431,5.101536,1486.849127,301.921866,1559074310.695268,fused,shoup,natural,-1
1,appt,appt-online,10-3-7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+3+7","ring+ring","2+2",8,0,2,5,5.476224,2.516787,2.518424,0.001637,5.114816,1589.327948,305.161179,1666531141.921360,fused,shoup,natural,-1
1,appt,appt-online,10-4-6,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+4+6","ring+ring","2+2",8,0,2,5,5.462976,2.054554,2.056056,0.001503,5.097056,1946.895023,317.093259,2041467395.285504,fused,shoup,natural,-1
1,appt,appt-online,10-5-5,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+5+5","ring+ring","2+2",8,0,2,5,5.469120,2.126029,2.127709,0.001680,5.108736,1881.442079,314.864315,1972835009.109463,fused,shoup,natural,-1
1,appt,appt-online,10-6-4,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+6+4","ring+ring","2+2",8,0,2,5,5.454528,2.286797,2.288391,0.001594,5.101408,1749.171586,311.460193,1834139344.991894,fused,shoup,natural,-1
1,appt,appt-online,10-7-3,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online+appt-online+appt-online","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","10+7+3","ring+ring","2+2",8,0,2,5,5.457056,2.837504,2.839265,0.001761,5.097152,1409.689687,298.692202,1478166773.664240,fused,shoup,natural,-1
1,appt,appt-online-radix4,3-7-10,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-radix4+appt-online-radix4+appt-online-radix4","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","3+7+10","ring+ring","2+2",8,0,2,5,5.456288,1.569382,1.571079,0.001697,5.103680,2548.773279,329.778583,2672582489.880466,fused,shoup,natural,-1
1,appt,appt-online-radix4,3-8-9,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-radix4+appt-online-radix4+appt-online-radix4","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","3+8+9","ring+ring","2+2",8,0,2,5,5.472224,1.603994,1.605629,0.001635,5.098048,2493.775452,328.561900,2614913088.267991,fused,shoup,natural,-1
1,appt,appt-online-radix4,3-9-8,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-radix4+appt-online-radix4+appt-online-radix4","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","3+9+8","ring+ring","2+2",8,0,2,5,5.468768,1.601741,1.603574,0.001833,5.109824,2497.282898,328.398243,2618590912.373396,fused,shoup,natural,-1
1,appt,appt-online-radix4,3-10-7,"Tesla V100-SXM2-16GB",7.0,0,"v100-sm70","hierarchical-dataflow-appt-online","experimental",0.000000,"persistent CTA fold roles publish online-reordered packet groups without fold-wide barriers",hierarchical-dataflow,0,named-barrier,0,0,0,2,0,0,0,hermes-xor,inplace,radix4,64,20,1048576,4,576460756061519873,60,0,0,0,dataflow-radix4,"7+7+6","appt-online-radix4+appt-online-radix4+appt-online-radix4","256+256+256","8+8+8","16+16+16","4+4+4","2+2+2","1+1+1","3+10+7","ring+ring","2+2",8,0,2,5,5.466048,1.582694,1.584495,0.001800,5.109184,2527.335645,329.003484,2650103500.784953,fused,shoup,natural,-1
