rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
4,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,4,4,8,1,0,0,named-barrier,1,0.347341,0.347341,0.347341,96.603776,1.014051
5,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,8,4,7,1,0,0,named-barrier,1,0.348672,0.348672,0.348672,96.234948,1.017937
6,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,4,4,7,1,0,0,named-barrier,1,0.349082,0.349082,0.349082,96.122028,1.019134
7,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,8,4,7,1,0,0,named-barrier,1,0.349082,0.349082,0.349082,96.122028,1.019134
8,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,4,8,8,1,0,0,named-barrier,1,0.349184,0.349184,0.349184,96.093848,1.019432
9,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,8,4,8,1,0,0,named-barrier,1,0.349798,0.349798,0.349798,95.925064,1.021225
10,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,4,8,8,1,0,0,named-barrier,1,0.350618,0.350618,0.350618,95.700938,1.023619
11,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,8,4,8,1,0,0,named-barrier,1,0.350720,0.350720,0.350720,95.672996,1.023916
12,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,4,4,8,1,0,0,named-barrier,1,0.350874,0.350874,0.350874,95.631113,1.024366
13,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,4,4,9,1,0,0,named-barrier,1,0.351181,0.351181,0.351181,95.547458,1.025262
14,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,4,4,8,1,0,0,named-barrier,1,0.351232,0.351232,0.351232,95.533530,1.025411
15,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,8,2,7,1,0,0,named-barrier,1,0.351898,0.351898,0.351898,95.352831,1.027355
16,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,4,8,8,1,0,0,named-barrier,1,0.351949,0.351949,0.351949,95.338959,1.027504
17,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,4,2,8,1,0,0,named-barrier,1,0.352051,0.352051,0.352051,95.311228,1.027802
18,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,4,4,7,1,0,0,named-barrier,1,0.352922,0.352922,0.352922,95.076163,1.030345
19,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,8,4,7,1,0,0,named-barrier,1,0.352922,0.352922,0.352922,95.076163,1.030345
20,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,8,4,7,1,0,0,named-barrier,1,0.353280,0.353280,0.353280,94.979708,1.031390
21,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,4,2,7,1,0,0,named-barrier,1,0.353792,0.353792,0.353792,94.842254,1.032885
22,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,8,2,7,1,0,0,named-barrier,1,0.353894,0.353894,0.353894,94.814811,1.033183
23,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,4,8,8,1,0,0,named-barrier,1,0.353894,0.353894,0.353894,94.814811,1.033183
24,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,4,8,9,1,0,0,named-barrier,1,0.353894,0.353894,0.353894,94.814811,1.033183
25,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,4,2,8,1,0,0,named-barrier,1,0.354867,0.354867,0.354867,94.554901,1.036023
26,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,4,4,8,1,0,0,named-barrier,1,0.355174,0.355174,0.355174,94.473117,1.036920
27,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,16,4,7,1,0,0,named-barrier,1,0.355226,0.355226,0.355226,94.459492,1.037071
28,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,8,8,8,1,0,0,named-barrier,1,0.355686,0.355686,0.355686,94.337125,1.038414
29,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,4,8,9,1,0,0,named-barrier,1,0.355994,0.355994,0.355994,94.255717,1.039314
30,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,4,4,8,1,0,0,named-barrier,1,0.356301,0.356301,0.356301,94.174450,1.040210
31,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,4,8,8,1,0,0,named-barrier,1,0.356814,0.356814,0.356814,94.038892,1.041708
32,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,8,8,8,1,0,0,named-barrier,1,0.357018,0.357018,0.357018,93.985378,1.042303
33,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,2,4,9,1,0,0,named-barrier,1,0.357018,0.357018,0.357018,93.985378,1.042303
34,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,2,4,9,1,0,0,named-barrier,1,0.357222,0.357222,0.357222,93.931495,1.042899
35,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,4,8,8,1,0,0,named-barrier,1,0.358195,0.358195,0.358195,93.676382,1.045739
36,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,4,16,9,1,0,0,named-barrier,1,0.358450,0.358450,0.358450,93.609900,1.046484
37,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,4,2,8,1,0,0,named-barrier,1,0.358861,0.358861,0.358861,93.502642,1.047684
38,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,8,4,8,1,0,0,named-barrier,1,0.359168,0.359168,0.359168,93.422668,1.048580
39,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,4,16,9,1,0,0,named-barrier,1,0.359168,0.359168,0.359168,93.422668,1.048580
40,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,2,8,9,1,0,0,named-barrier,1,0.359270,0.359270,0.359270,93.396040,1.048878
41,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,4,7,1,0,0,named-barrier,1,0.359424,0.359424,0.359424,93.356127,1.049327
42,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,8,4,8,1,0,0,named-barrier,1,0.359424,0.359424,0.359424,93.356127,1.049327
43,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,2,8,9,1,0,0,named-barrier,1,0.359424,0.359424,0.359424,93.356127,1.049327
44,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,8,2,8,1,0,0,named-barrier,1,0.360704,0.360704,0.360704,93.024839,1.053064
45,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,16,4,7,1,0,0,named-barrier,1,0.360858,0.360858,0.360858,92.985243,1.053514
46,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,16,2,7,1,0,0,named-barrier,1,0.361267,0.361267,0.361267,92.879816,1.054708
47,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,4,8,8,1,0,0,named-barrier,1,0.361267,0.361267,0.361267,92.879816,1.054708
48,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,2,8,9,1,0,0,named-barrier,1,0.361421,0.361421,0.361421,92.840343,1.055158
49,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,2,8,9,1,0,0,named-barrier,1,0.361677,0.361677,0.361677,92.774636,1.055905
50,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,4,4,9,1,0,0,named-barrier,1,0.362189,0.362189,0.362189,92.643487,1.057400
51,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,16,4,7,1,0,0,named-barrier,1,0.362445,0.362445,0.362445,92.578043,1.058147
52,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,4,8,8,1,0,0,named-barrier,1,0.362906,0.362906,0.362906,92.460499,1.059493
53,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,4,2,7,1,0,0,named-barrier,1,0.363674,0.363674,0.363674,92.265241,1.061735
54,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,4,7,1,0,0,named-barrier,1,0.363827,0.363827,0.363827,92.226288,1.062182
55,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,2,16,9,1,0,0,named-barrier,1,0.363930,0.363930,0.363930,92.200338,1.062482
56,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,2,16,9,1,0,0,named-barrier,1,0.364390,0.364390,0.364390,92.083742,1.063825
57,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,2,16,9,1,0,0,named-barrier,1,0.364390,0.364390,0.364390,92.083742,1.063825
58,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,2,16,9,1,0,0,named-barrier,1,0.364749,0.364749,0.364749,91.993261,1.064874
59,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,4,8,9,1,0,0,named-barrier,1,0.364749,0.364749,0.364749,91.993261,1.064874
60,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,8,8,8,1,0,0,named-barrier,1,0.365312,0.365312,0.365312,91.851434,1.066517
61,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,4,2,8,1,0,0,named-barrier,1,0.365517,0.365517,0.365517,91.799969,1.067116
62,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,4,16,4,7,1,0,0,named-barrier,1,0.366131,0.366131,0.366131,91.645920,1.068908
63,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,4,8,9,1,0,0,named-barrier,1,0.367053,0.367053,0.367053,91.415820,1.071600
64,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,8,8,8,1,0,0,named-barrier,1,0.367258,0.367258,0.367258,91.364842,1.072198
65,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,16,2,7,1,0,0,named-barrier,1,0.367821,0.367821,0.367821,91.224944,1.073842
66,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,2,4,8,1,0,0,named-barrier,1,0.368486,0.368486,0.368486,91.060163,1.075784
67,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,8,2,8,1,0,0,named-barrier,1,0.368896,0.368896,0.368896,90.959054,1.076981
68,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,8,2,7,1,0,0,named-barrier,1,0.369050,0.369050,0.369050,90.921197,1.077430
69,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,2,4,8,1,0,0,named-barrier,1,0.369101,0.369101,0.369101,90.908584,1.077579
70,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,4,16,9,1,0,0,named-barrier,1,0.369152,0.369152,0.369152,90.895975,1.077728
71,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,4,16,9,1,0,0,named-barrier,1,0.369613,0.369613,0.369613,90.782661,1.079074
72,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,8,2,7,1,0,0,named-barrier,1,0.370022,0.370022,0.370022,90.682167,1.080268
73,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,2,4,8,1,0,0,named-barrier,1,0.370278,0.370278,0.370278,90.619465,1.081015
74,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,2,4,8,1,0,0,named-barrier,1,0.370842,0.370842,0.370842,90.481846,1.082662
75,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,4,2,7,1,0,0,named-barrier,1,0.372890,0.372890,0.372890,89.984902,1.088641
76,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,2,4,9,1,0,0,named-barrier,1,0.373504,0.373504,0.373504,89.836879,1.090433
77,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,2,4,9,1,0,0,named-barrier,1,0.373555,0.373555,0.373555,89.824558,1.090582
78,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,8,4,7,1,0,0,named-barrier,1,0.374016,0.374016,0.374016,89.713898,1.091928
79,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,2,8,8,1,0,0,named-barrier,1,0.374886,0.374886,0.374886,89.505601,1.094468
80,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,2,8,8,1,0,0,named-barrier,1,0.375245,0.375245,0.375245,89.420113,1.095516
81,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,2,8,9,1,0,0,named-barrier,1,0.375398,0.375398,0.375398,89.383525,1.095963
82,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,2,8,9,1,0,0,named-barrier,1,0.376013,0.376013,0.376013,89.237472,1.097758
83,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,2,8,8,1,0,0,named-barrier,1,0.376678,0.376678,0.376678,89.079786,1.099700
84,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,16,2,7,1,0,0,named-barrier,1,0.376986,0.376986,0.376986,89.007196,1.100599
85,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,2,8,8,1,0,0,named-barrier,1,0.377190,0.377190,0.377190,88.958868,1.101195
86,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,4,16,8,1,0,0,named-barrier,1,0.377600,0.377600,0.377600,88.862370,1.102392
87,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,8,2,7,1,0,0,named-barrier,1,0.377651,0.377651,0.377651,88.850329,1.102541
88,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,2,8,9,1,0,0,named-barrier,1,0.377856,0.377856,0.377856,88.802171,1.103139
89,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,8,4,8,1,0,0,named-barrier,1,0.377907,0.377907,0.377907,88.790133,1.103288
90,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,2,2,8,1,0,0,named-barrier,1,0.378010,0.378010,0.378010,88.766080,1.103589
91,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,2,8,9,1,0,0,named-barrier,1,0.378010,0.378010,0.378010,88.766080,1.103589
92,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,2,2,8,1,0,0,named-barrier,1,0.378112,0.378112,0.378112,88.742040,1.103886
93,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,8,4,8,1,0,0,named-barrier,1,0.378112,0.378112,0.378112,88.742040,1.103886
94,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,8,4,7,1,0,0,named-barrier,1,0.378829,0.378829,0.378829,88.574126,1.105980
95,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,2,16,9,1,0,0,named-barrier,1,0.379597,0.379597,0.379597,88.394929,1.108222
96,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,2,16,9,1,0,0,named-barrier,1,0.379750,0.379750,0.379750,88.359175,1.108668
97,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,4,16,8,1,0,0,named-barrier,1,0.380160,0.380160,0.380160,88.263972,1.109865
98,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,2,16,9,1,0,0,named-barrier,1,0.380672,0.380672,0.380672,88.145257,1.111360
99,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,2,16,9,1,0,0,named-barrier,1,0.380979,0.380979,0.380979,88.074181,1.112257
100,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,16,4,7,1,0,0,named-barrier,1,0.381184,0.381184,0.381184,88.026861,1.112855
101,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,8,4,7,1,0,0,named-barrier,1,0.381798,0.381798,0.381798,87.885205,1.114648
102,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,4,2,7,1,0,0,named-barrier,1,0.382106,0.382106,0.382106,87.814554,1.115547
103,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,16,2,7,1,0,0,named-barrier,1,0.383181,0.383181,0.383181,87.568146,1.118685
104,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,8,1,7,1,0,0,named-barrier,1,0.383846,0.383846,0.383846,87.416299,1.120627
105,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,8,8,7,1,0,0,named-barrier,1,0.383846,0.383846,0.383846,87.416299,1.120627
106,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,4,8,7,1,0,0,named-barrier,1,0.384000,0.384000,0.384000,87.381333,1.121076
107,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,4,1,7,1,0,0,named-barrier,1,0.384358,0.384358,0.384358,87.299852,1.122121
108,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,8,16,8,1,0,0,named-barrier,1,0.384410,0.384410,0.384410,87.288224,1.122273
109,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,8,1,7,1,0,0,named-barrier,1,0.384512,0.384512,0.384512,87.264978,1.122571
110,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,8,8,7,1,0,0,named-barrier,1,0.384563,0.384563,0.384563,87.253360,1.122720
111,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,8,8,8,1,0,0,named-barrier,1,0.384870,0.384870,0.384870,87.183715,1.123616
112,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,4,16,8,1,0,0,named-barrier,1,0.385126,0.385126,0.385126,87.125762,1.124364
113,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,4,32,9,1,0,0,named-barrier,1,0.385280,0.385280,0.385280,87.091034,1.124813
