rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
26,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,8,16,16,7,1,0,0,named-barrier,1,0.358451,0.358451,0.358451,81.908302,1.037953
27,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,4,8,7,1,0,0,named-barrier,1,0.359526,0.359526,0.359526,81.663345,1.041066
28,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,4,8,7,1,0,0,named-barrier,1,0.360858,0.360858,0.360858,81.362087,1.044923
29,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,16,7,1,0,0,named-barrier,1,0.363878,0.363878,0.363878,80.686647,1.053668
30,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,16,7,1,0,0,named-barrier,1,0.363930,0.363930,0.363930,80.675296,1.053819
31,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,8,4,7,1,0,0,named-barrier,1,0.374579,0.374579,0.374579,78.381631,1.084655
32,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,8,4,7,1,0,0,named-barrier,1,0.374886,0.374886,0.374886,78.317401,1.085544
33,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,16,4,7,1,0,0,named-barrier,1,0.375347,0.375347,0.375347,78.221253,1.086879
34,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,8,8,7,1,0,0,named-barrier,1,0.376166,0.376166,0.376166,78.050904,1.089250
35,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,8,8,7,1,0,0,named-barrier,1,0.376934,0.376934,0.376934,77.891875,1.091474
36,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,8,8,7,1,0,0,named-barrier,1,0.377907,0.377907,0.377907,77.691366,1.094291
37,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,8,8,32,7,1,0,0,named-barrier,1,0.378470,0.378470,0.378470,77.575759,1.095922
38,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,8,32,7,1,0,0,named-barrier,1,0.378675,0.378675,0.378675,77.533804,1.096515
39,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,8,8,7,1,0,0,named-barrier,1,0.378931,0.378931,0.378931,77.481423,1.097257
40,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,16,8,7,1,0,0,named-barrier,1,0.378931,0.378931,0.378931,77.481423,1.097257
41,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,8,4,32,7,1,0,0,named-barrier,1,0.379034,0.379034,0.379034,77.460490,1.097555
42,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,16,8,7,1,0,0,named-barrier,1,0.379802,0.379802,0.379802,77.303855,1.099779
43,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,16,16,7,1,0,0,named-barrier,1,0.381030,0.381030,0.381030,77.054559,1.103335
44,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,8,16,7,1,0,0,named-barrier,1,0.381133,0.381133,0.381133,77.033857,1.103633
45,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,16,16,7,1,0,0,named-barrier,1,0.381184,0.381184,0.381184,77.023503,1.103781
46,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,8,16,7,1,0,0,named-barrier,1,0.381440,0.381440,0.381440,76.971815,1.104522
47,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,8,16,7,1,0,0,named-barrier,1,0.381747,0.381747,0.381747,76.909874,1.105411
48,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,8,16,7,1,0,0,named-barrier,1,0.381798,0.381798,0.381798,76.899554,1.105559
49,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,8,16,32,7,1,0,0,named-barrier,1,0.384051,0.384051,0.384051,76.448473,1.112082
50,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,16,32,7,1,0,0,named-barrier,1,0.384717,0.384717,0.384717,76.316208,1.114011
51,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,8,4,32,7,1,0,0,named-barrier,1,0.390298,0.390298,0.390298,75.224979,1.130172
52,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,16,4,7,1,0,0,named-barrier,1,0.398182,0.398182,0.398182,73.735375,1.153001
53,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,16,8,7,1,0,0,named-barrier,1,0.399667,0.399667,0.399667,73.461439,1.157301
54,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,4,32,4,7,1,0,0,named-barrier,1,0.400691,0.400691,0.400691,73.273701,1.160266
55,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,16,8,7,1,0,0,named-barrier,1,0.400794,0.400794,0.400794,73.254980,1.160565
56,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,8,8,32,8,7,1,0,0,named-barrier,1,0.402278,0.402278,0.402278,72.984595,1.164862
57,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,4,32,8,7,1,0,0,named-barrier,1,0.403405,0.403405,0.403405,72.780809,1.168125
58,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,16,16,7,1,0,0,named-barrier,1,0.403814,0.403814,0.403814,72.706985,1.169309
59,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,16,16,7,1,0,0,named-barrier,1,0.403814,0.403814,0.403814,72.706985,1.169309
60,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,8,8,32,16,7,1,0,0,named-barrier,1,0.406067,0.406067,0.406067,72.303620,1.175833
61,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,16,32,7,1,0,0,named-barrier,1,0.407142,0.407142,0.407142,72.112676,1.178946
62,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,32,16,7,1,0,0,named-barrier,1,0.407501,0.407501,0.407501,72.049252,1.179986
63,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,8,32,7,1,0,0,named-barrier,1,0.407706,0.407706,0.407706,72.013060,1.180579
64,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,8,32,7,1,0,0,named-barrier,1,0.407962,0.407962,0.407962,71.967870,1.181321
65,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,16,32,7,1,0,0,named-barrier,1,0.429414,0.429414,0.429414,68.372478,1.243438
66,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,32,32,7,1,0,0,named-barrier,1,0.432896,0.432896,0.432896,67.822592,1.253521
67,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,32,4,7,1,0,0,named-barrier,1,0.441600,0.441600,0.441600,66.485798,1.278725
68,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,32,8,7,1,0,0,named-barrier,1,0.444314,0.444314,0.444314,66.079740,1.286584
69,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,32,8,7,1,0,0,named-barrier,1,0.447078,0.447078,0.447078,65.671094,1.294587
70,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,32,16,7,1,0,0,named-barrier,1,0.449485,0.449485,0.449485,65.319517,1.301557
71,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,32,16,7,1,0,0,named-barrier,1,0.449894,0.449894,0.449894,65.260048,1.302742
72,fft,fp64,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,32,32,7,1,0,0,named-barrier,1,0.474624,0.474624,0.474624,61.859762,1.374351
1,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,4,4,7,1,0,0,named-barrier,1,0.343910,0.343910,0.343910,91.469407,1.000000
2,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,8,4,7,1,0,0,named-barrier,1,0.344422,0.344422,0.344422,91.333432,1.001489
3,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,4,4,8,1,0,0,named-barrier,1,0.344627,0.344627,0.344627,91.279156,1.002085
4,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,8,4,7,1,0,0,named-barrier,1,0.344730,0.344730,0.344730,91.252042,1.002384
5,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,8,4,7,1,0,0,named-barrier,1,0.345395,0.345395,0.345395,91.076191,1.004318
6,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,4,4,7,1,0,0,named-barrier,1,0.345549,0.345549,0.345549,91.035707,1.004766
7,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,8,4,7,1,0,0,named-barrier,1,0.346266,0.346266,0.346266,90.847253,1.006851
8,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,4,8,8,1,0,0,named-barrier,1,0.346880,0.346880,0.346880,90.686342,1.008636
9,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,4,4,8,1,0,0,named-barrier,1,0.347238,0.347238,0.347238,90.592748,1.009677
10,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,16,4,7,1,0,0,named-barrier,1,0.349594,0.349594,0.349594,89.982431,1.016528
11,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,4,8,8,1,0,0,named-barrier,1,0.349696,0.349696,0.349696,89.956081,1.016824
12,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,4,2,7,1,0,0,named-barrier,1,0.349798,0.349798,0.349798,89.929747,1.017121
13,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,4,8,8,1,0,0,named-barrier,1,0.349850,0.349850,0.349850,89.916578,1.017272
14,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,8,4,8,1,0,0,named-barrier,1,0.349901,0.349901,0.349901,89.903429,1.017420
15,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,16,4,7,1,0,0,named-barrier,1,0.350157,0.350157,0.350157,89.837692,1.018165
16,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.350413,0.350413,0.350413,89.772067,1.018909
17,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.350720,0.350720,0.350720,89.693434,1.019802
18,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,16,4,7,1,0,0,named-barrier,1,0.350874,0.350874,0.350874,89.654169,1.020249
19,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,4,4,8,1,0,0,named-barrier,1,0.351078,0.351078,0.351078,89.601869,1.020843
20,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,4,8,7,1,0,0,named-barrier,1,0.351181,0.351181,0.351181,89.575742,1.021142
21,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,4,16,8,1,0,0,named-barrier,1,0.351386,0.351386,0.351386,89.523534,1.021738
22,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,4,16,8,1,0,0,named-barrier,1,0.351590,0.351590,0.351590,89.471386,1.022331
23,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,4,8,8,1,0,0,named-barrier,1,0.351590,0.351590,0.351590,89.471386,1.022331
24,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.351590,0.351590,0.351590,89.471386,1.022331
25,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,8,2,7,1,0,0,named-barrier,1,0.351642,0.351642,0.351642,89.458359,1.022483
26,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,8,8,8,1,0,0,named-barrier,1,0.351642,0.351642,0.351642,89.458359,1.022483
27,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,4,8,7,1,0,0,named-barrier,1,0.352102,0.352102,0.352102,89.341283,1.023820
28,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,8,8,7,1,0,0,named-barrier,1,0.352512,0.352512,0.352512,89.237472,1.025012
29,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.352717,0.352717,0.352717,89.185657,1.025608
30,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.352819,0.352819,0.352819,89.159773,1.025905
31,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.353178,0.353178,0.353178,89.069294,1.026949
32,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,8,2,7,1,0,0,named-barrier,1,0.353792,0.353792,0.353792,88.914614,1.028734
33,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,4,8,8,1,0,0,named-barrier,1,0.353843,0.353843,0.353843,88.901755,1.028883
34,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,4,16,8,1,0,0,named-barrier,1,0.354150,0.354150,0.354150,88.824639,1.029775
35,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,4,4,7,1,0,0,named-barrier,1,0.354458,0.354458,0.354458,88.747656,1.030671
36,fft,fp64,forward,none,out-of-place,15,32768,128,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,4,16,8,1,0,0,named-barrier,1,0.354509,0.354509,0.354509,88.734831,1.030819
