trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.456416,0.109906,5.175264,1192583610.596555,95.406689,38162675539.089745,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.461952,0.109804,5.422688,1193695711.535815,95.495657,38198262769.146088,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,5,32,131072,1,32,20,100,5.470496,0.109844,5.197824,1193250638.548249,95.460051,38184020433.543961,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.464064,0.096645,5.210880,678109791.429326,130.197080,43399026651.476845,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.481152,0.096573,6.434368,678613068.903957,130.293709,43431236409.853271,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.462720,0.096614,5.173920,678325397.812740,130.238476,43412825460.015358,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.466240,0.096502,5.232096,679117146.407724,130.390492,43463497370.094322,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.464640,0.096492,5.258016,679189248.585578,130.404336,43468111909.476982,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.465312,0.099697,6.341824,657354174.603858,126.212002,42070667174.646904,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.458816,0.099676,5.202560,657489199.845601,126.237926,42079308790.118446,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.458464,0.099758,5.228000,656949284.231449,126.134263,42044754190.812767,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.461184,0.099492,5.307776,658707273.104891,126.471796,42157265478.712997,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.471712,0.099564,6.264256,658233028.356852,126.380741,42126913814.838524,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.459840,0.103127,5.204768,635488035.143070,122.013703,40671234249.156502,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.459840,0.103086,5.551744,635740512.938585,122.062178,40687392828.069427,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.500192,0.102922,5.559744,636752571.774018,122.256494,40752164593.537178,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.503776,0.102932,5.720320,636689197.780674,122.244326,40748108657.963120,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.503296,0.103219,5.868928,634920612.462950,121.904758,40634919197.628792,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,7,128,32768,1,128,20,100,5.460320,0.098488,5.201184,332709491.561576,149.053852,42586814919.881783,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,7,128,32768,1,128,20,100,5.485120,0.098683,5.180736,332053542.282547,148.759987,42502853412.166046,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,7,128,32768,1,128,20,100,5.501344,0.098365,5.274944,333125126.859948,149.240057,42640016238.073326,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,7,128,32768,1,128,20,100,5.485152,0.098376,6.365088,333090436.210107,149.224515,42635575834.893707,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,7,128,32768,1,128,20,100,5.471264,0.098396,5.243104,333021127.014262,149.193465,42626704257.825592,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,7,128,32768,1,128,20,100,5.423712,0.101458,5.251488,322971324.672486,144.691153,41340329558.078270,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,7,128,32768,1,128,20,100,5.468768,0.101284,5.533952,323526459.307673,144.939854,41411386791.382080,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,7,128,32768,1,128,20,100,5.459200,0.101315,5.171424,323428317.968003,144.895886,41398824699.904427,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,7,128,32768,1,128,20,100,5.468352,0.101171,5.874176,323886654.059719,145.101221,41457491719.644081,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,7,128,32768,1,128,20,100,5.463904,0.101233,5.306400,323690065.337451,145.013149,41432328363.193779,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,7,128,32768,1,128,20,100,5.459296,0.106127,5.200544,308761099.089712,138.324972,39521420683.483131,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,7,128,32768,1,128,20,100,5.464096,0.106025,5.214720,309059306.019797,138.458569,39559591170.534073,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,7,128,32768,1,128,20,100,5.483488,0.106209,5.247872,308522951.893938,138.218282,39490937842.424026,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,7,128,32768,1,128,20,100,5.582624,0.106455,5.218176,307810687.868006,137.899188,39399768047.104752,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,7,128,32768,1,128,20,100,5.461632,0.105994,5.172928,309148854.379707,138.498687,39571053360.602440,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,20,100,5.459648,0.101601,5.225184,161257822.318785,165.128010,41282002513.609024,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,20,100,5.464992,0.101806,5.175264,160933422.682664,164.795825,41198956206.761909,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,20,100,5.458880,0.101376,5.169760,161616166.292825,165.494954,41373738570.963081,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,20,100,5.489824,0.101724,5.167168,161063023.430211,164.928536,41232133998.133919,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,20,100,5.541088,0.101929,5.196512,160739406.281548,164.597152,41149288008.076210,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,20,100,5.543488,0.104151,5.179424,157309998.540087,161.085439,40271359626.262299,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,20,100,5.584544,0.104223,5.187488,157201815.511788,160.974659,40243664771.017639,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,20,100,5.479200,0.104172,5.177632,157279069.091700,161.053767,40263441687.475128,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,20,100,5.475520,0.104274,7.260864,157124615.332928,160.895606,40223901525.229599,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,20,100,5.459552,0.104428,5.173440,156893513.849006,160.658958,40164739545.345528,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,20,100,5.463264,0.109691,5.266688,149365204.969278,152.949970,38237492472.135231,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,20,100,5.465216,0.109404,5.277792,149756643.298703,153.350803,38337700684.467934,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,20,100,5.463200,0.109752,5.291680,149281582.720504,152.864341,38216085176.448898,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,20,100,5.490848,0.109722,5.197760,149323377.067757,152.907138,38226784529.345840,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,20,100,5.538400,0.109558,5.178592,149546682.863328,153.135803,38283950813.012047,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,9,512,8192,1,512,20,100,5.582240,0.101284,5.195552,80881614.826918,186.351241,41411386791.382080,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,9,512,8192,1,512,20,100,5.573312,0.101366,5.179232,80816244.089966,186.200626,41377916974.062485,0.000000,-1
