trial,device,compute_capability,operator,precision,direction,normalization,placement,auto_select,selection_target,selected_implementation,selection_confidence,predicted_kernel_ms,selection_reason,backend,compute_unit,complex_multiply,cross_twiddle,direct_boundary,stage_matrices,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,group_threads,group_ept,local_exchange,shared_layout,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.763744,1.990554,2.608544,8230876.001604,8.428417,2107104256.410508,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.770848,1.990656,2.600128,8230452.599412,8.427983,2106995865.449520,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix4,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.765088,1.998561,2.638944,8197897.308744,8.394647,2098661711.038501,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.765760,1.578025,2.602464,10382599.394807,10.631782,2657945445.070615,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.763968,1.578066,2.598752,10382328.805811,10.631505,2657876174.287571,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,128,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.766400,1.578086,2.608576,10382194.693014,10.631367,2657841841.411675,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.764928,2.143806,2.606464,7642484.344132,7.825904,1956475992.097664,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.769472,2.143723,2.595392,7642776.735353,7.826203,1956550844.250324,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,online-reorder,radix8,four-mul,table,direct-strided,,2,6x2,0x0,8x8,table,direct-strided,global-scratch,2,0x0,8x8,shared,linear,scalar,0,named-barrier,256,0,0,8,8,0,0,6,1,0,0,8,256,16384,1,256,10,50,2.763360,2.144031,2.648544,7641681.233380,7.825082,1956270395.745357,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,0,,,,0.000000,,warp-hybrid,radix2,four-mul,table,direct-strided,,1,8,,,,,,0,,,shared,linear,scalar,0,named-barrier,0,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,10,50,2.769312,0.060682,2.600320,269996621.155344,276.476540,69119135015.767990,0.000000,-1
