rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
7,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.431206,0.431206,0.431206,77.815250,1.028076
8,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.431753,0.431753,0.431753,77.716816,1.029380
9,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.432606,0.432606,0.432606,77.563517,1.031414
10,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.433254,0.433254,0.433254,77.447414,1.032959
11,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.435166,0.435166,0.435166,77.107221,1.037518
12,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.436019,0.436019,0.436019,76.956315,1.039551
13,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.438750,0.438750,0.438750,76.477364,1.046063
14,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.439194,0.439194,0.439194,76.400092,1.047121
15,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.441276,0.441276,0.441276,76.039607,1.052085
16,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.442470,0.442470,0.442470,75.834297,1.054932
17,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.443085,0.443085,0.443085,75.729142,1.056398
18,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.446430,0.446430,0.446430,75.161713,1.064373
19,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.446464,0.446464,0.446464,75.155963,1.064454
20,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.446805,0.446805,0.446805,75.098549,1.065267
21,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.447283,0.447283,0.447283,75.018314,1.066407
22,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.448375,0.448375,0.448375,74.835562,1.069010
23,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.448410,0.448410,0.448410,74.829872,1.069094
24,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.450253,0.450253,0.450253,74.523539,1.073488
25,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.451413,0.451413,0.451413,74.331947,1.076253
26,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.453632,0.453632,0.453632,73.968398,1.081544
27,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.455851,0.455851,0.455851,73.608387,1.086835
28,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.459127,0.459127,0.459127,73.083044,1.094645
29,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.459810,0.459810,0.459810,72.974537,1.096274
30,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.464145,0.464145,0.464145,72.292985,1.106609
31,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.465169,0.465169,0.465169,72.133841,1.109050
32,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.466842,0.466842,0.466842,71.875410,1.113039
33,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.470665,0.470665,0.470665,71.291610,1.122154
34,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.475375,0.475375,0.475375,70.585198,1.133383
35,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.480597,0.480597,0.480597,69.818180,1.145834
36,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.483055,0.483055,0.483055,69.462973,1.151694
37,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.483465,0.483465,0.483465,69.404122,1.152671
38,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.487219,0.487219,0.487219,68.869271,1.161622
39,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.489199,0.489199,0.489199,68.590564,1.166342
40,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.491588,0.491588,0.491588,68.257187,1.172038
41,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.494899,0.494899,0.494899,67.800536,1.179932
42,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.496538,0.496538,0.496538,67.576821,1.183840
43,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.502409,0.502409,0.502409,66.787142,1.197838
44,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.506709,0.506709,0.506709,66.220276,1.208090
45,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.517564,0.517564,0.517564,64.831502,1.233970
46,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.521148,0.521148,0.521148,64.385644,1.242515
47,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.524595,0.524595,0.524595,63.962522,1.250733
48,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.527428,0.527428,0.527428,63.618949,1.257488
49,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.597982,0.597982,0.597982,56.112791,1.425702
50,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.598255,0.598255,0.598255,56.087181,1.426352
51,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.598528,0.598528,0.598528,56.061594,1.427003
52,fft,fp32,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.598733,0.598733,0.598733,56.042412,1.427492
1,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.446123,0.446123,0.446123,84.615147,1.000000
2,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,0.449809,0.449809,0.449809,83.921686,1.008262
3,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.462780,0.462780,0.462780,81.569554,1.037337
4,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,0.465954,0.465954,0.465954,81.013841,1.044452
5,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.469265,0.469265,0.469265,80.442245,1.051874
6,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.469367,0.469367,0.469367,80.424695,1.052102
7,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.471484,0.471484,0.471484,80.063707,1.056848
8,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.473054,0.473054,0.473054,79.797964,1.060367
9,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.484181,0.484181,0.484181,77.964045,1.085308
10,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.486298,0.486298,0.486298,77.624762,1.090054
11,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.487731,0.487731,0.487731,77.396601,1.093266
12,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.489813,0.489813,0.489813,77.067597,1.097933
13,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.495002,0.495002,0.495002,76.259824,1.109564
14,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.496435,0.496435,0.496435,76.039605,1.112776
15,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.520977,0.520977,0.520977,72.457575,1.167788
16,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.528759,0.528759,0.528759,71.391129,1.185231
17,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.536201,0.536201,0.536201,70.400409,1.201913
18,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.552858,0.552858,0.552858,68.279314,1.239250
19,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.554359,0.554359,0.554359,68.094333,1.242615
20,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.558626,0.558626,0.558626,67.574241,1.252179
21,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.584260,0.584260,0.584260,64.609457,1.309639
22,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.631637,0.631637,0.631637,59.763307,1.415836
23,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.654575,0.654575,0.654575,57.669083,1.467252
24,fft,fp32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.722671,0.722671,0.722671,52.235029,1.619892
1,fft,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,0.639283,0.639283,0.639283,65.609485,1.000000
2,fft,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,0.680482,0.680482,0.680482,61.637238,1.064446
3,fft,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,0.701235,0.701235,0.701235,59.813086,1.096909
4,fft,fp32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,0.804181,0.804181,0.804181,52.156197,1.257942
1,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.162987,0.162987,0.162987,154.404189,1.000000
2,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,16,0,0,named-barrier,1,0.169438,0.169438,0.169438,148.525379,1.039580
3,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,16,0,0,named-barrier,1,0.171213,0.171213,0.171213,146.985640,1.050470
4,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,16,0,0,named-barrier,1,0.173295,0.173295,0.173295,145.219619,1.063244
5,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,16,0,0,named-barrier,1,0.185446,0.185446,0.185446,135.704023,1.137796
6,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.190737,0.190737,0.190737,131.939870,1.170259
7,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,16,0,0,named-barrier,1,0.192171,0.192171,0.192171,130.955596,1.179057
8,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,16,0,0,named-barrier,1,0.198554,0.198554,0.198554,126.745750,1.218220
9,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,8,0,0,named-barrier,1,0.216303,0.216303,0.216303,116.345275,1.327118
10,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,8,0,0,named-barrier,1,0.221628,0.221628,0.221628,113.549980,1.359789
11,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,8,0,0,named-barrier,1,0.229581,0.229581,0.229581,109.616412,1.408585
12,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,16,0,0,named-barrier,1,0.232926,0.232926,0.232926,108.042206,1.429108
13,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,8,0,0,named-barrier,1,0.232994,0.232994,0.232994,108.010552,1.429525
14,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,16,0,0,named-barrier,1,0.233540,0.233540,0.233540,107.757965,1.432875
15,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,8,0,0,named-barrier,1,0.235042,0.235042,0.235042,107.069420,1.442090
16,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,16,0,0,named-barrier,1,0.235827,0.235827,0.235827,106.712980,1.446907
17,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,8,0,0,named-barrier,1,0.239718,0.239718,0.239718,104.980774,1.470780
18,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,16,0,0,named-barrier,1,0.241937,0.241937,0.241937,104.018057,1.484394
19,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,8,0,0,named-barrier,1,0.245965,0.245965,0.245965,102.314740,1.509108
20,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,4,0,0,named-barrier,1,0.250709,0.250709,0.250709,100.378492,1.538215
21,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,4,0,0,named-barrier,1,0.251665,0.251665,0.251665,99.997292,1.544080
22,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.255420,0.255420,0.255420,98.527329,1.567119
23,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,4,0,0,named-barrier,1,0.255625,0.255625,0.255625,98.448391,1.568377
24,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,8,0,0,named-barrier,1,0.263100,0.263100,0.263100,95.651273,1.614239
25,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,8,0,0,named-barrier,1,0.264431,0.264431,0.264431,95.169741,1.622405
26,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,8,0,0,named-barrier,1,0.284023,0.284023,0.284023,88.604736,1.742611
27,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,8,0,0,named-barrier,1,0.301261,0.301261,0.301261,83.535010,1.848374
28,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,4,0,0,named-barrier,1,0.306586,0.306586,0.306586,82.084166,1.881046
29,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,1,0,0,named-barrier,1,0.314027,0.314027,0.314027,80.139126,1.926700
30,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,1,0,0,named-barrier,1,0.314129,0.314129,0.314129,80.113010,1.927325
31,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,2,0,0,named-barrier,1,0.314163,0.314163,0.314163,80.104300,1.927534
32,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,2,0,0,named-barrier,1,0.314743,0.314743,0.314743,79.956623,1.931093
33,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,2,0,0,named-barrier,1,0.314948,0.314948,0.314948,79.904629,1.932350
34,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,1,0,0,named-barrier,1,0.315221,0.315221,0.315221,79.835407,1.934025
35,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,4,0,0,named-barrier,1,0.316075,0.316075,0.316075,79.619870,1.939265
36,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,4,0,0,named-barrier,1,0.321536,0.321536,0.321536,78.267515,1.972771
37,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,4,0,0,named-barrier,1,0.328670,0.328670,0.328670,76.568697,2.016541
38,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,1,0,0,named-barrier,1,0.354065,0.354065,0.354065,71.076835,2.172351
39,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,2,0,0,named-barrier,1,0.357956,0.357956,0.357956,70.304182,2.196224
40,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,2,0,0,named-barrier,1,0.358844,0.358844,0.358844,70.130313,2.201673
41,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,2,0,0,named-barrier,1,0.362257,0.362257,0.362257,69.469519,2.222613
42,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,4,0,0,named-barrier,1,0.364851,0.364851,0.364851,68.975587,2.238528
43,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,4,0,0,named-barrier,1,0.366490,0.366490,0.366490,68.667228,2.248584
44,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,8,0,0,named-barrier,1,0.367616,0.367616,0.367616,68.456825,2.255493
45,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,4,0,0,named-barrier,1,0.368060,0.368060,0.368060,68.374294,2.258217
46,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,4,0,0,named-barrier,1,0.369323,0.369323,0.369323,68.140477,2.265966
47,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,8,0,0,named-barrier,1,0.369903,0.369903,0.369903,68.033588,2.269525
48,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,2,0,0,named-barrier,1,0.370654,0.370654,0.370654,67.895760,2.274132
49,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,8,0,0,named-barrier,1,0.371098,0.371098,0.371098,67.814571,2.276856
50,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,6,16,0,0,named-barrier,1,0.373555,0.373555,0.373555,67.368419,2.291931
51,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,6,16,0,0,named-barrier,1,0.373726,0.373726,0.373726,67.337657,2.292980
52,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,8,0,0,named-barrier,1,0.377310,0.377310,0.377310,66.698029,2.314970
53,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,6,16,0,0,named-barrier,1,0.381508,0.381508,0.381508,65.964034,2.340727
54,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,4,0,0,named-barrier,1,0.396937,0.396937,0.396937,63.400120,2.435391
55,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,6,16,0,0,named-barrier,1,0.405026,0.405026,0.405026,62.133832,2.485020
56,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,4,0,0,named-barrier,1,0.440422,0.440422,0.440422,57.140198,2.702191
57,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,2,0,0,named-barrier,1,0.447010,0.447010,0.447010,56.298107,2.742611
58,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,4,0,0,named-barrier,1,0.448171,0.448171,0.448171,56.152324,2.749735
59,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,4,0,0,named-barrier,1,0.469948,0.469948,0.469948,53.550262,2.883347
60,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,2,0,0,named-barrier,1,0.515891,0.515891,0.515891,48.781263,3.165228
61,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,2,0,0,named-barrier,1,0.521216,0.521216,0.521216,48.282904,3.197899
62,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,2,0,0,named-barrier,1,0.531456,0.531456,0.531456,47.352602,3.260726
63,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,4,0,0,named-barrier,1,0.539614,0.539614,0.539614,46.636728,3.310779
64,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,8,1,0,0,named-barrier,1,0.572314,0.572314,0.572314,43.972088,3.511409
65,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,8,1,0,0,named-barrier,1,0.573372,0.573372,0.573372,43.890937,3.517900
66,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,8,1,0,0,named-barrier,1,0.576853,0.576853,0.576853,43.626035,3.539258
67,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,2,0,0,named-barrier,1,0.680721,0.680721,0.680721,36.969361,4.176536
68,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,8,1,0,0,named-barrier,1,0.754586,0.754586,0.754586,33.350524,4.629731
69,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,2,0,0,named-barrier,1,0.810325,0.810325,0.810325,31.056445,4.971716
70,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,2,0,0,named-barrier,1,0.818381,0.818381,0.818381,30.750752,5.021143
71,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,2,0,0,named-barrier,1,0.840841,0.840841,0.840841,29.929366,5.158945
72,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,9,1,0,0,named-barrier,1,0.983142,0.983142,0.983142,25.597333,6.032027
73,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,9,1,0,0,named-barrier,1,0.988638,0.988638,0.988638,25.455048,6.065748
74,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,9,1,0,0,named-barrier,1,0.996454,0.996454,0.996454,25.255369,6.113702
75,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,2,0,0,named-barrier,1,1.005329,1.005329,1.005329,25.032426,6.168155
76,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,9,1,0,0,named-barrier,1,1.327582,1.327582,1.327582,18.956137,8.145324
77,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,128,10,1,0,0,named-barrier,1,1.553510,1.553510,1.553510,16.199327,9.531496
78,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,64,10,1,0,0,named-barrier,1,1.680896,1.680896,1.680896,14.971672,10.313068
79,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,32,10,1,0,0,named-barrier,1,1.703936,1.703936,1.703936,14.769231,10.454429
80,fwht,fp32,forward,none,out-of-place,12,4096,1024,1,4096,online-reorder,radix4,0,256,10,1,0,0,named-barrier,1,1.932663,1.932663,1.932663,13.021317,11.857774
1,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,256,10,16,0,0,named-barrier,1,0.204151,0.204151,0.204151,143.815416,1.000000
2,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,8,0,0,named-barrier,1,0.208247,0.208247,0.208247,140.986723,1.020064
3,fwht,fp32,forward,none,out-of-place,14,16384,256,1,16384,online-reorder,radix4,0,128,10,16,0,0,named-barrier,1,0.208623,0.208623,0.208623,140.732985,1.021905
