trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,6,64,65536,1,64,20,100,5.491520,0.095437,5.100896,686695250.213536,131.845488,43948496013.666313,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.490624,0.096543,5.099680,678828995.493274,130.335167,43445055711.569565,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.490368,0.096573,5.100032,678613068.903957,130.293709,43431236409.853271,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.512256,0.096727,5.098976,677535493.187859,130.086815,43362271564.022995,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.516800,0.096727,5.108512,677535493.187859,130.086815,43362271564.022995,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,64,0,0,0,0,6,64,65536,1,64,20,100,5.506880,0.096614,5.110720,678325397.812740,130.238476,43412825460.015358,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.493184,0.099625,5.107456,657827104.150070,126.302804,42100934665.604500,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.521440,0.099635,5.112896,657759515.181028,126.289827,42096608971.585777,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.481504,0.099543,5.110720,658368513.477700,126.406755,42135584862.572784,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.465568,0.099594,5.101504,658030003.652043,126.341761,42113920233.730743,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,128,0,0,0,0,6,64,65536,1,64,20,100,5.498208,0.099502,5.104416,658639503.156846,126.458785,42152928202.038155,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.512544,0.102799,5.174944,637513721.490334,122.402635,40800878175.381393,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.588864,0.102789,5.194336,637577213.524786,122.414825,40804941665.586319,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.498848,0.102851,5.109184,637196312.428913,122.341692,40780563995.450424,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.482336,0.102656,5.108768,638403993.989660,122.573567,40857855615.338226,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,256,0,0,0,0,6,64,65536,1,64,20,100,5.507104,0.102728,5.099136,637958524.011095,122.488037,40829345536.710075,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,7,128,32768,1,128,20,100,5.700608,0.100936,5.172896,324642401.547697,145.439796,41554227398.105179,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,7,128,32768,1,128,20,100,5.485536,0.100966,5.183904,324543630.002332,145.395546,41541584640.298477,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,shared,cta-dft8,0,named-barrier,32,0,0,0,0,7,128,32768,1,128,20,100,5.522624,0.101007,5.188864,324412012.109483,145.336581,41524737550.013878,0.000000,-1
