trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,5,1,0,0,14,16384,256,1,16384,20,100,5.532128,0.521892,5.100800,490523.101016,56.257113,8036730487.043924,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,5,1,0,0,14,16384,256,1,16384,20,100,5.517984,0.521851,5.103008,490561.591191,56.261528,8037361110.066983,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,5,1,0,0,14,16384,256,1,16384,20,100,5.517952,0.521861,5.101952,490551.954073,56.260423,8037203215.539890,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,6,1,0,0,14,16384,256,1,16384,20,100,5.521920,0.440904,5.099936,580625.703786,66.590801,9512971530.828148,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,6,1,0,0,14,16384,256,1,16384,20,100,5.545184,0.441446,5.101472,579911.822487,66.508927,9501275299.627531,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,6,1,0,0,14,16384,256,1,16384,20,100,5.548800,0.440914,5.111200,580612.203250,66.589252,9512750338.050545,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,6,1,0,0,14,16384,256,1,16384,20,100,5.524928,0.440883,5.108096,580652.628240,66.593889,9513412661.090286,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,6,1,0,0,14,16384,256,1,16384,20,100,5.517376,0.440955,5.102720,580558.246622,66.583064,9511866312.660503,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,8,1,0,0,14,16384,256,1,16384,20,100,5.516576,0.498596,5.105184,513441.915589,58.885626,8412232345.014555,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,8,1,0,0,14,16384,256,1,16384,20,100,5.514624,0.498524,5.100192,513515.734953,58.894093,8413441801.475219,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,8,1,0,0,14,16384,256,1,16384,20,100,5.518816,0.498596,5.101280,513441.915589,58.885626,8412232345.014555,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,8,1,0,0,14,16384,256,1,16384,20,100,5.519168,0.498575,5.102720,513463.000286,58.888045,8412577796.682286,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,8,1,0,0,14,16384,256,1,16384,20,100,5.519072,0.498545,5.102944,513494.615230,58.891670,8413095775.923350,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,10,1,0,0,14,16384,256,1,16384,20,100,5.541216,0.995267,5.104640,257217.524558,29.499763,4214251922.358644,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,10,1,0,0,14,16384,256,1,16384,20,100,5.524928,0.995287,5.099520,257212.241000,29.499157,4214165356.550922,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,10,1,0,0,14,16384,256,1,16384,20,100,5.525472,0.995410,5.098688,257180.482613,29.495515,4213645027.134335,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,10,1,0,0,14,16384,256,1,16384,20,100,5.522976,0.995246,5.093440,257222.823738,29.500371,4214338744.116859,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,10,1,0,0,14,16384,256,1,16384,20,100,5.525760,0.995441,5.105440,257172.536542,29.494604,4213514838.708719,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.467456,0.122716,5.100992,2086114.843075,239.252339,34178905588.942875,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.449888,0.123003,5.106144,2081252.092731,238.694640,34099234287.309101,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.447072,0.122952,5.102496,2082118.782145,238.794039,34113434126.666142,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.451424,0.122163,5.101344,2095557.437343,240.335291,34333613053.428642,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,cufft,auto,four-mul,table,shared,scalar,0,named-barrier,0,0,0,0,0,14,16384,256,1,16384,20,100,5.460352,0.122757,5.108320,2085418.719458,239.172502,34167500299.602905,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.514688,0.213688,5.102592,1198006.551012,137.396975,19628139331.778934,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.514432,0.213555,5.104032,1198753.285973,137.482617,19640373837.384041,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.514752,0.213658,5.103584,1198178.753311,137.416725,19630960694.252655,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.521696,0.214077,5.098304,1195829.015752,137.147238,19592462594.083050,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.522656,0.213647,5.102432,1198236.165079,137.423309,19631901328.661247,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.527456,0.203776,5.118784,1256281.395135,144.080401,20582914377.895832,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.513952,0.203459,5.104288,1258241.466286,144.305197,20615028183.626434,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.519072,0.203510,5.103008,1257924.909219,144.268892,20609841712.643101,0.000000,-1
4,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.533984,0.203622,5.102016,1257229.062440,144.189087,20598440959.009335,0.000000,-1
5,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,32,5,1,0,0,14,16384,256,1,16384,20,100,5.530464,0.203469,5.099104,1258178.160556,144.297937,20613990982.547661,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,14,16384,256,1,16384,20,100,5.524768,0.229857,5.093504,1113734.642857,127.731999,18247428388.563843,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,out-of-place,online-reorder,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,6,1,0,0,14,16384,256,1,16384,20,100,5.569728,0.229304,5.118560,1116420.340788,128.040016,18291430863.464520,0.000000,-1
