rank,operator,precision,direction,normalization,placement,stage_matrices,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
18,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.101148,1.101025,1.101169,38.090280,3.324080
19,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.267753,1.267691,1.267958,33.084552,3.827017
20,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.269125,1.269084,1.269330,33.048783,3.831159
21,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.271562,1.271194,1.271828,32.985441,3.838516
22,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.305416,1.305313,1.305539,32.130027,3.940712
23,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.324892,1.324810,1.324974,31.657701,3.999505
24,fwht,fp64,forward,none,out-of-place,,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.333371,1.333125,1.333740,31.456396,4.025101
1,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,5,0,named-barrier,3,0.087757,0.087757,0.087798,191.178535,1.000000
2,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,4,0,named-barrier,3,0.087941,0.087900,0.087982,190.777819,1.002097
3,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,3,0,named-barrier,3,0.088678,0.088637,0.088699,189.191692,1.010495
4,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,2,0,named-barrier,3,0.088965,0.088965,0.089027,188.581957,1.013765
5,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.089272,0.089252,0.089354,187.933012,1.017264
6,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,1,0,named-barrier,3,0.089436,0.089395,0.089457,187.588737,1.019132
7,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.090235,0.090194,0.090235,185.928273,1.028237
8,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.090767,0.090726,0.090767,184.837543,1.034299
9,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.092160,0.092140,0.092180,182.044456,1.050173
10,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.096297,0.096154,0.096645,174.223737,1.097314
11,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.098406,0.097935,0.098427,170.489067,1.121346
12,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.098427,0.098365,0.098529,170.453602,1.121586
13,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.277770,0.277729,0.277832,60.399621,3.165218
14,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.277996,0.277914,0.278057,60.350669,3.167793
15,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.278221,0.278180,0.278344,60.301803,3.170357
16,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.315392,0.315351,0.315556,53.194807,3.593924
17,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.323482,0.323379,0.323523,51.864516,3.686111
18,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.332595,0.332513,0.332616,50.443345,3.789954
19,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.338657,0.338616,0.338678,49.540400,3.859031
20,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.346235,0.346153,0.346358,48.456168,3.945383
21,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,8,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.354632,0.354611,0.354673,47.308846,4.041068
22,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.397967,0.397865,0.398008,42.157265,4.534875
23,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.404357,0.404337,0.404419,41.491087,4.607689
24,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.698614,0.698593,0.698655,24.015009,7.960778
25,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.712683,0.712581,0.712991,23.540907,8.121096
26,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.588756,1.588716,1.588859,10.559967,18.104037
27,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.594655,1.594634,1.594696,10.520909,18.171257
28,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.682780,1.596744,1.828229,9.969939,19.175450
29,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.068521,2.068501,2.068603,8.110730,23.571009
30,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.211308,2.210366,2.211492,7.587012,25.198081
31,fwht,fp64,forward,none,out-of-place,,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.224763,2.224722,2.224804,7.541125,25.351402
