rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
1,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,cufft,auto,0,0,0,0,named-barrier,1,0.086036,0.086036,0.086036,243.751485,1.000000
2,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.111718,0.111718,0.111718,187.717701,1.298503
3,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.132731,0.132731,0.132731,158.000301,1.542738
4,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.152392,0.152392,0.152392,137.615905,1.771259
5,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.162611,0.162611,0.162611,128.967253,1.890034
6,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.217170,0.217170,0.217170,96.567337,2.524176
7,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.244163,0.244163,0.244163,85.891629,2.837917
8,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.370135,0.370135,0.370135,56.659105,4.302094
9,fft,fp32,forward,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.444027,0.444027,0.444027,47.230296,5.160944
1,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,cufft,auto,0,0,0,0,named-barrier,1,0.084623,0.084623,0.084623,99.128752,1.000000
2,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.428831,0.428831,0.428831,19.561584,5.067547
3,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.429036,0.429036,0.429036,19.552245,5.069969
4,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.429117,0.429117,0.429117,19.548513,5.070926
5,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.429240,0.429240,0.429240,19.542917,5.072380
6,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.429302,0.429302,0.429302,19.540120,5.073113
7,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.429486,0.429486,0.429486,19.531734,5.075287
8,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.509174,0.509174,0.509174,16.474942,6.016969
9,fft,fp32,forward,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.581693,0.581693,0.581693,14.421011,6.873935
1,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,cufft,auto,0,0,0,0,named-barrier,1,0.084132,0.084132,0.084132,199.415764,1.000000
2,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.110367,0.110367,0.110367,152.013365,1.311831
3,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.111964,0.111964,0.111964,149.844523,1.330813
4,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.112210,0.112210,0.112210,149.516330,1.333737
5,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.117166,0.117166,0.117166,143.191750,1.392645
6,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.118968,0.118968,0.118968,141.022548,1.414064
7,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.126444,0.126444,0.126444,132.685455,1.502924
8,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.130212,0.130212,0.130212,128.845544,1.547711
9,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.130478,0.130478,0.130478,128.582636,1.550872
10,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.132219,0.132219,0.132219,126.889713,1.571566
11,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.132239,0.132239,0.132239,126.870067,1.571804
12,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.138711,0.138711,0.138711,120.950838,1.648731
13,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.140145,0.140145,0.140145,119.713571,1.665775
14,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.146452,0.146452,0.146452,114.557399,1.740741
15,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.159150,0.159150,0.159150,105.417579,1.891670
16,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,4,named-barrier,1,0.350884,0.350884,0.350884,47.814160,4.170637
17,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,4,0,0,8,named-barrier,1,0.369930,0.369930,0.369930,45.352378,4.397019
18,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,8,0,0,8,named-barrier,1,0.389632,0.389632,0.389632,43.059134,4.631199
19,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,4,named-barrier,1,0.416829,0.416829,0.416829,40.249592,4.954464
20,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,2,0,0,8,named-barrier,1,0.423199,0.423199,0.423199,39.643824,5.030179
21,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,8,named-barrier,1,0.746496,0.746496,0.746496,22.474624,8.872914
22,fft,fp32,forward,inverse,out-of-place,8,256,16384,1,256,stage-pipeline,radix2,1,0,0,4,named-barrier,1,0.751473,0.751473,0.751473,22.325784,8.932071
1,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.111739,0.111739,0.111739,187.683279,1.000000
2,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.132731,0.132731,0.132731,158.000301,1.187866
3,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.152596,0.152596,0.152596,137.431210,1.365647
4,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.162836,0.162836,0.162836,128.788834,1.457289
5,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,cufft,auto,0,0,0,0,named-barrier,1,0.170578,0.170578,0.170578,122.943925,1.526575
6,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.216822,0.216822,0.216822,96.722395,1.940433
7,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.243261,0.243261,0.243261,86.209804,2.177047
8,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.371630,0.371630,0.371630,56.431166,3.325875
9,fft,fp32,inverse,inverse,out-of-place,10,1024,4096,1,1024,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.442982,0.442982,0.442982,47.341655,3.964435
1,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,cufft,auto,0,0,0,0,named-barrier,1,0.169349,0.169349,0.169349,49.534406,1.000000
2,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.428831,0.428831,0.428831,19.561584,2.532232
3,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.428872,0.428872,0.428872,19.559715,2.532474
4,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,32,0,0,named-barrier,1,0.429015,0.429015,0.429015,19.553179,2.533319
5,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.429466,0.429466,0.429466,19.532666,2.535982
6,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.429466,0.429466,0.429466,19.532666,2.535982
7,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.429507,0.429507,0.429507,19.530803,2.536224
8,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.510423,0.510423,0.510423,16.434618,3.014030
9,fft,fp32,inverse,inverse,out-of-place,4,16,262144,1,16,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.582636,0.582636,0.582636,14.397694,3.440445
1,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,128,0,0,named-barrier,1,0.110346,0.110346,0.110346,152.041570,1.000000
2,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,64,0,0,named-barrier,1,0.111903,0.111903,0.111903,149.926792,1.014110
3,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix4,0,256,0,0,named-barrier,1,0.112312,0.112312,0.112312,149.380019,1.017817
4,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,5,0,named-barrier,1,0.117023,0.117023,0.117023,143.367165,1.060510
5,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,4,0,named-barrier,1,0.118866,0.118866,0.118866,141.144036,1.077212
6,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,3,0,named-barrier,1,0.126525,0.126525,0.126525,132.599540,1.146621
7,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,128,0,0,named-barrier,1,0.130273,0.130273,0.130273,128.784780,1.180587
8,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,64,0,0,named-barrier,1,0.130376,0.130376,0.130376,128.683629,1.181520
9,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,2,0,named-barrier,1,0.132260,0.132260,0.132260,126.850427,1.198594
10,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,256,0,0,named-barrier,1,0.132403,0.132403,0.132403,126.713075,1.199889
11,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,1,0,named-barrier,1,0.138772,0.138772,0.138772,120.897291,1.257608
12,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,temporal-tile,radix2,0,32,0,0,named-barrier,1,0.139981,0.139981,0.139981,119.853687,1.268564
13,fft,fp32,inverse,inverse,out-of-place,8,256,16384,1,256,warp-hybrid,radix2,0,0,0,0,named-barrier,1,0.146350,0.146350,0.146350,114.637555,1.326283
