rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,stage_space,tile_threads,local_stages,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
4,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,9,0,0,named-barrier,1,0.368435,0.368435,0.368435,102.456919,1.004186
5,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,9,0,0,named-barrier,1,0.369937,0.369937,0.369937,102.040968,1.008280
6,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.371814,0.371814,0.371814,101.525750,1.013396
7,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,256,8,0,0,named-barrier,1,0.371951,0.371951,0.371951,101.488477,1.013769
8,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,9,0,0,named-barrier,1,0.372531,0.372531,0.372531,101.330400,1.015350
9,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,8,0,0,named-barrier,1,0.373111,0.373111,0.373111,101.172814,1.016931
10,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.373180,0.373180,0.373180,101.154303,1.017119
11,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,8,0,0,named-barrier,1,0.376661,0.376661,0.376661,100.219303,1.026607
12,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.376661,0.376661,0.376661,100.219303,1.026607
13,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,9,0,0,named-barrier,1,0.376730,0.376730,0.376730,100.201140,1.026795
14,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,9,0,0,named-barrier,1,0.380109,0.380109,0.380109,99.310344,1.036004
15,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.381269,0.381269,0.381269,99.008057,1.039166
16,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,64,8,0,0,named-barrier,1,0.381474,0.381474,0.381474,98.954902,1.039725
17,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,9,0,0,named-barrier,1,0.387857,0.387857,0.387857,97.326415,1.057122
18,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.388233,0.388233,0.388233,97.232278,1.058147
19,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,64,8,0,0,named-barrier,1,0.388676,0.388676,0.388676,97.121281,1.059354
20,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,9,0,0,named-barrier,1,0.395639,0.395639,0.395639,95.411962,1.078332
21,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,8,0,0,named-barrier,1,0.399599,0.399599,0.399599,94.466553,1.089125
22,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.401067,0.401067,0.401067,94.120852,1.093126
23,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.423151,0.423151,0.423151,89.208681,1.153317
24,xor-zeta,uint32,forward,none,out-of-place,18,262144,16,1,262144,online-reorder,radix2,0,32,8,0,0,named-barrier,1,0.424926,0.424926,0.424926,88.836052,1.158155
1,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,256,10,0,0,named-barrier,1,0.373282,0.373282,0.373282,112.362838,1.000000
2,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,256,10,0,0,named-barrier,1,0.378129,0.378129,0.378129,110.922550,1.012985
3,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,128,10,0,0,named-barrier,1,0.380279,0.380279,0.380279,110.295301,1.018745
4,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,128,10,0,0,named-barrier,1,0.386423,0.386423,0.386423,108.541648,1.035204
5,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,64,10,0,0,named-barrier,1,0.395025,0.395025,0.395025,106.178171,1.058248
6,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,64,10,0,0,named-barrier,1,0.406391,0.406391,0.406391,103.208465,1.088697
7,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix4,0,32,10,0,0,named-barrier,1,0.438716,0.438716,0.438716,95.604134,1.175294
8,xor-zeta,uint32,forward,none,out-of-place,20,1048576,4,1,1048576,online-reorder,radix2,0,32,10,0,0,named-barrier,1,0.479437,0.479437,0.479437,87.483979,1.284383
