rank,operator,precision,direction,normalization,placement,stage_matrices,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
2,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.350003,0.349676,0.350331,119.836157,1.015387
3,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.356946,0.356946,0.356987,117.505313,1.035530
4,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.358830,0.358625,0.359076,116.888310,1.040995
5,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.379085,0.378860,0.379413,110.642888,1.099757
6,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.385884,0.385761,0.386089,108.693343,1.119481
7,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.944169,0.944169,0.944845,44.423237,2.739112
8,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.946196,0.945971,0.947098,44.328044,2.744992
9,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.946708,0.946545,0.946852,44.304073,2.746477
10,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.947958,0.947630,0.948040,44.245685,2.750104
11,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.948961,0.948879,0.949207,44.198896,2.753013
12,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,10,0,0,0,named-barrier,3,0.952218,0.952033,0.952443,44.047745,2.762462
13,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.096684,1.096602,1.096847,38.245346,3.181570
14,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.099100,1.099100,1.099182,38.161251,3.188579
15,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.099305,1.099285,1.099366,38.154146,3.189174
16,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.109443,1.109381,1.109443,37.805507,3.218585
17,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.110712,1.110528,1.110815,37.762286,3.222266
18,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,8,0,0,0,named-barrier,3,1.110897,1.110753,1.119764,37.756026,3.222803
19,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.282314,1.282232,1.282478,32.708861,3.720098
20,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.284362,1.278464,1.295708,32.656707,3.726039
21,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.318748,1.318748,1.318789,31.805194,3.825796
22,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.334190,1.334026,1.334292,31.437081,3.870594
23,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.356390,1.356349,1.356575,30.922544,3.934998
24,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,20,1048576,4,1,1048576,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,1.429791,1.429709,1.429811,29.335093,4.147941
1,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.091587,0.091525,0.091750,183.184258,1.000000
2,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.093819,0.093798,0.093901,178.825583,1.024370
3,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.094966,0.094884,0.095048,176.665942,1.036894
4,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,4,0,named-barrier,3,0.104837,0.104817,0.104858,160.031257,1.144671
5,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.104919,0.104919,0.104960,159.906296,1.145567
6,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.105329,0.105267,0.105411,159.284473,1.150043
7,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,temporal-tile,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.105964,0.105779,0.105964,158.330122,1.156976
8,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,3,0,named-barrier,3,0.108175,0.108155,0.108175,155.092758,1.181117
9,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,2,0,named-barrier,3,0.111043,0.111043,0.111063,151.088161,1.212432
10,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,1,0,named-barrier,3,0.114278,0.114278,0.114381,146.810028,1.247754
11,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.118252,0.118231,0.118313,141.877376,1.291144
12,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,warp-hybrid,radix2,four-mul,table,shared,linear,scalar,0,0,0,0,8,8,0,0,0,0,5,0,named-barrier,3,0.119091,0.119091,0.119112,140.877045,1.300305
13,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.273449,0.273449,0.273572,61.354101,2.985675
14,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.277668,0.277565,0.277729,60.421889,3.031740
15,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.314020,0.313999,0.314020,53.427250,3.428653
16,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.329359,0.329359,0.329380,50.938939,3.596133
17,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.351805,0.351805,0.351867,47.688903,3.841211
18,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.359383,0.359383,0.359404,46.683382,3.923952
19,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,4,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.373166,0.373084,0.373248,44.959113,4.074443
20,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,8,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.416788,0.416522,0.417219,40.253549,4.550733
21,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,hierarchical,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,0,0,0,named-barrier,3,0.425226,0.425206,0.425288,39.454799,4.642864
22,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.425636,0.425226,0.425656,39.416831,4.647341
23,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,2,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.432538,0.432108,0.432538,38.787877,4.722701
24,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,4,named-barrier,3,0.712540,0.712192,0.712540,23.545643,7.779925
25,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,stage-pipeline,radix2,four-mul,table,shared,linear,scalar,1,0,0,0,8,8,0,0,0,0,0,8,named-barrier,3,0.726487,0.726467,0.726548,23.093620,7.932207
26,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.606881,1.606820,1.606902,10.440856,17.544859
27,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.622733,1.622671,1.622815,10.338865,17.717940
28,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,128,0,0,8,8,0,0,6,1,0,0,named-barrier,3,1.638175,1.638154,1.638195,10.241408,17.886545
29,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix2,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.280284,2.280161,2.280346,7.357511,24.897464
30,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix8,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.372178,2.370785,2.372997,7.072495,25.900816
31,structured-2x2,fp64,forward,none,out-of-place,1:0.25:-0.5:1,8,256,16384,1,256,online-reorder,radix4,four-mul,table,shared,linear,scalar,0,256,0,0,8,8,0,0,6,1,0,0,named-barrier,3,2.976194,2.976154,2.978570,5.637137,32.495813
