rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,shared_layout,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
104,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.036680,0.036680,0.036680,53.601338,1.283864
105,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,8,8,8,1,0,0,named-barrier,1,0.036721,0.036721,0.036721,53.541549,1.285299
106,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.036844,0.036844,0.036844,53.362980,1.289604
107,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,4,16,4,8,1,0,0,named-barrier,1,0.036864,0.036864,0.036864,53.333337,1.290305
108,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.036946,0.036946,0.036946,53.215077,1.293175
109,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,4,8,4,8,1,0,0,named-barrier,1,0.036946,0.036946,0.036946,53.215077,1.293175
110,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,8,8,8,7,1,0,0,named-barrier,1,0.037499,0.037499,0.037499,52.430366,1.312531
111,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,8,16,8,1,0,0,named-barrier,1,0.037540,0.037540,0.037540,52.373159,1.313966
112,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,8,8,7,1,0,0,named-barrier,1,0.037560,0.037560,0.037560,52.344600,1.314666
113,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,8,16,8,7,1,0,0,named-barrier,1,0.037560,0.037560,0.037560,52.344600,1.314666
114,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,8,4,8,8,8,1,0,0,named-barrier,1,0.037745,0.037745,0.037745,52.088989,1.321141
115,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,16,4,7,1,0,0,named-barrier,1,0.037806,0.037806,0.037806,52.004335,1.323276
116,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,32,4,7,1,0,0,named-barrier,1,0.037827,0.037827,0.037827,51.976177,1.324011
117,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.037868,0.037868,0.037868,51.919957,1.325446
118,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.038072,0.038072,0.038072,51.640670,1.332587
119,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.038154,0.038154,0.038154,51.529790,1.335457
120,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,4,32,8,1,0,0,named-barrier,1,0.038216,0.038216,0.038216,51.446943,1.337627
121,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.038359,0.038359,0.038359,51.254674,1.342632
122,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,8,8,16,8,8,1,0,0,named-barrier,1,0.038441,0.038441,0.038441,51.145448,1.345502
123,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,128,4,8,8,8,8,1,0,0,named-barrier,1,0.038543,0.038543,0.038543,51.009566,1.349072
124,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,8,16,8,1,0,0,named-barrier,1,0.038646,0.038646,0.038646,50.874405,1.352678
125,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,4,8,8,7,1,0,0,named-barrier,1,0.038851,0.038851,0.038851,50.606219,1.359853
126,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,4,16,8,7,1,0,0,named-barrier,1,0.038851,0.038851,0.038851,50.606219,1.359853
127,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,8,8,16,7,1,0,0,named-barrier,1,0.038953,0.038953,0.038953,50.473184,1.363423
128,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,16,16,8,1,0,0,named-barrier,1,0.039240,0.039240,0.039240,50.104381,1.373469
129,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,8,32,8,7,1,0,0,named-barrier,1,0.039363,0.039363,0.039363,49.947970,1.377774
130,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,16,8,7,1,0,0,named-barrier,1,0.039383,0.039383,0.039383,49.921998,1.378474
131,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,8,8,16,8,1,0,0,named-barrier,1,0.039383,0.039383,0.039383,49.921998,1.378474
132,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,4,4,8,8,8,1,0,0,named-barrier,1,0.039485,0.039485,0.039485,49.792532,1.382044
133,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,256,8,4,16,8,8,1,0,0,named-barrier,1,0.039485,0.039485,0.039485,49.792532,1.382044
134,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,4,8,8,16,7,1,0,0,named-barrier,1,0.040346,0.040346,0.040346,48.730962,1.412181
135,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,16,16,7,1,0,0,named-barrier,1,0.040428,0.040428,0.040428,48.632222,1.415051
136,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,512,8,8,8,32,8,1,0,0,named-barrier,1,0.040428,0.040428,0.040428,48.632222,1.415051
137,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,32,8,7,1,0,0,named-barrier,1,0.040571,0.040571,0.040571,48.460377,1.420056
138,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,4,16,16,8,1,0,0,named-barrier,1,0.040571,0.040571,0.040571,48.460377,1.420056
139,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,8,16,8,1,0,0,named-barrier,1,0.040591,0.040591,0.040591,48.435924,1.420756
140,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,4,16,8,7,1,0,0,named-barrier,1,0.040694,0.040694,0.040694,48.314041,1.424361
141,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,16,32,8,1,0,0,named-barrier,1,0.042107,0.042107,0.042107,46.692605,1.473819
142,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,8,8,32,16,7,1,0,0,named-barrier,1,0.042127,0.042127,0.042127,46.669908,1.474519
143,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,8,32,8,1,0,0,named-barrier,1,0.042230,0.042230,0.042230,46.556741,1.478124
144,fft,fp64,forward,none,out-of-place,15,32768,8,1,32768,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,512,512,4,8,16,16,7,1,0,0,named-barrier,1,0.042373,0.042373,0.042373,46.399230,1.483129
1,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,4,2,7,1,0,0,named-barrier,1,0.096092,0.096092,0.096092,87.297530,1.000000
2,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,4,2,8,1,0,0,named-barrier,1,0.096297,0.096297,0.096297,87.111869,1.002133
3,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,4,4,8,1,0,0,named-barrier,1,0.096563,0.096563,0.096563,86.871688,1.004902
4,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,8,2,7,1,0,0,named-barrier,1,0.098161,0.098161,0.098161,85.457960,1.021531
5,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,4,4,8,1,0,0,named-barrier,1,0.098632,0.098632,0.098632,85.049834,1.026433
6,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,4,4,7,1,0,0,named-barrier,1,0.098673,0.098673,0.098673,85.014532,1.026860
7,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,4,2,7,1,0,0,named-barrier,1,0.099881,0.099881,0.099881,83.986054,1.039431
8,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,8,4,8,1,0,0,named-barrier,1,0.100209,0.100209,0.100209,83.711431,1.042844
9,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,4,2,8,1,0,0,named-barrier,1,0.100332,0.100332,0.100332,83.608904,1.044124
10,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,8,2,7,1,0,0,named-barrier,1,0.100372,0.100372,0.100372,83.574782,1.044541
11,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,4,4,9,1,0,0,named-barrier,1,0.100372,0.100372,0.100372,83.574782,1.044541
12,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,4,2,7,1,0,0,named-barrier,1,0.100393,0.100393,0.100393,83.557732,1.044759
13,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,4,4,8,1,0,0,named-barrier,1,0.100413,0.100413,0.100413,83.540694,1.044967
14,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,4,2,8,1,0,0,named-barrier,1,0.100434,0.100434,0.100434,83.523651,1.045186
15,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,8,4,4,8,1,0,0,named-barrier,1,0.100454,0.100454,0.100454,83.506628,1.045394
16,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,8,4,7,1,0,0,named-barrier,1,0.100475,0.100475,0.100475,83.489605,1.045613
17,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,4,8,2,8,1,0,0,named-barrier,1,0.100495,0.100495,0.100495,83.472590,1.045821
18,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,16,2,7,1,0,0,named-barrier,1,0.100536,0.100536,0.100536,83.438585,1.046247
19,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,4,2,4,9,1,0,0,named-barrier,1,0.100844,0.100844,0.100844,83.184404,1.049453
20,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,4,2,4,9,1,0,0,named-barrier,1,0.100864,0.100864,0.100864,83.167512,1.049661
21,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,4,2,2,8,1,0,0,named-barrier,1,0.101048,0.101048,0.101048,83.015808,1.051576
22,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,4,2,2,8,1,0,0,named-barrier,1,0.101110,0.101110,0.101110,82.965359,1.052221
23,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,4,4,7,1,0,0,named-barrier,1,0.101294,0.101294,0.101294,82.814397,1.054136
24,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,4,8,2,4,8,1,0,0,named-barrier,1,0.101294,0.101294,0.101294,82.814397,1.054136
25,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,4,8,2,4,8,1,0,0,named-barrier,1,0.101376,0.101376,0.101376,82.747477,1.054989
26,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,8,2,7,1,0,0,named-barrier,1,0.101437,0.101437,0.101437,82.697354,1.055624
27,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,4,8,8,1,0,0,named-barrier,1,0.101540,0.101540,0.101540,82.613955,1.056696
28,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,4,4,8,1,0,0,named-barrier,1,0.101888,0.101888,0.101888,82.331658,1.060317
29,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,8,4,8,1,0,0,named-barrier,1,0.102072,0.102072,0.102072,82.182979,1.062232
30,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,8,4,7,1,0,0,named-barrier,1,0.102257,0.102257,0.102257,82.034848,1.064157
31,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,4,4,8,1,0,0,named-barrier,1,0.102400,0.102400,0.102400,81.920002,1.065645
32,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,4,2,8,1,0,0,named-barrier,1,0.102502,0.102502,0.102502,81.838157,1.066707
33,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,8,4,4,8,1,0,0,named-barrier,1,0.102892,0.102892,0.102892,81.528663,1.070766
34,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,4,2,7,1,0,0,named-barrier,1,0.102953,0.102953,0.102953,81.480010,1.071400
35,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,8,8,4,8,9,1,0,0,named-barrier,1,0.103014,0.103014,0.103014,81.431410,1.072035
36,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,4,8,8,1,0,0,named-barrier,1,0.103260,0.103260,0.103260,81.237599,1.074595
37,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,2,8,9,1,0,0,named-barrier,1,0.103322,0.103322,0.103322,81.189299,1.075240
38,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,4,2,4,8,1,0,0,named-barrier,1,0.103342,0.103342,0.103342,81.173208,1.075449
39,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,4,2,4,8,1,0,0,named-barrier,1,0.103444,0.103444,0.103444,81.092853,1.076510
40,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,16,4,7,1,0,0,named-barrier,1,0.103485,0.103485,0.103485,81.060754,1.076937
41,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,128,8,8,2,8,9,1,0,0,named-barrier,1,0.103526,0.103526,0.103526,81.028686,1.077363
42,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,4,8,2,7,1,0,0,named-barrier,1,0.103793,0.103793,0.103793,80.820839,1.080142
43,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,4,4,4,4,7,1,0,0,named-barrier,1,0.103916,0.103916,0.103916,80.725266,1.081422
44,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,4,4,4,9,1,0,0,named-barrier,1,0.104817,0.104817,0.104817,80.031264,1.090798
45,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,4,8,9,1,0,0,named-barrier,1,0.104858,0.104858,0.104858,80.000005,1.091225
46,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,256,4,4,4,4,8,1,0,0,named-barrier,1,0.105042,0.105042,0.105042,79.859621,1.093140
47,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,4,16,2,7,1,0,0,named-barrier,1,0.105308,0.105308,0.105308,79.657721,1.095908
48,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,4,2,8,9,1,0,0,named-barrier,1,0.105308,0.105308,0.105308,79.657721,1.095908
49,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,4,8,4,8,8,1,0,0,named-barrier,1,0.105349,0.105349,0.105349,79.626747,1.096335
50,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,4,4,2,4,9,1,0,0,named-barrier,1,0.105349,0.105349,0.105349,79.626747,1.096335
51,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,4,16,9,1,0,0,named-barrier,1,0.105370,0.105370,0.105370,79.611275,1.096553
52,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,128,4,4,2,4,9,1,0,0,named-barrier,1,0.105411,0.105411,0.105411,79.580343,1.096980
53,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,4,2,8,9,1,0,0,named-barrier,1,0.105431,0.105431,0.105431,79.564878,1.097188
54,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,256,8,8,8,8,8,1,0,0,named-barrier,1,0.105574,0.105574,0.105574,79.456839,1.098676
55,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,4,8,8,1,0,0,named-barrier,1,0.105718,0.105718,0.105718,79.349087,1.100175
56,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,8,8,2,16,9,1,0,0,named-barrier,1,0.105943,0.105943,0.105943,79.180360,1.102516
57,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,16,2,7,1,0,0,named-barrier,1,0.105984,0.105984,0.105984,79.149757,1.102943
58,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,8,8,2,16,9,1,0,0,named-barrier,1,0.106086,0.106086,0.106086,79.073362,1.104004
59,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,512,8,4,8,4,7,1,0,0,named-barrier,1,0.106148,0.106148,0.106148,79.027590,1.104650
60,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,8,8,4,8,1,0,0,named-barrier,1,0.106312,0.106312,0.106312,78.905794,1.106356
61,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,512,128,4,4,8,2,8,1,0,0,named-barrier,1,0.106578,0.106578,0.106578,78.708687,1.109125
62,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,4,4,4,8,8,1,0,0,named-barrier,1,0.106639,0.106639,0.106639,78.663341,1.109759
63,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,128,256,4,8,2,8,8,1,0,0,named-barrier,1,0.107049,0.107049,0.107049,78.362350,1.114026
64,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,256,128,8,8,4,8,9,1,0,0,named-barrier,1,0.107069,0.107069,0.107069,78.347355,1.114234
65,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,8,4,4,8,8,1,0,0,named-barrier,1,0.107172,0.107172,0.107172,78.272501,1.115306
66,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,512,4,4,4,4,7,1,0,0,named-barrier,1,0.107336,0.107336,0.107336,78.153025,1.117013
67,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,128,8,8,8,2,7,1,0,0,named-barrier,1,0.107377,0.107377,0.107377,78.123210,1.117440
68,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,linear,cufftdx-block,0,32,128,256,4,8,2,8,8,1,0,0,named-barrier,1,0.107377,0.107377,0.107377,78.123210,1.117440
69,fft,fp64,forward,none,out-of-place,16,65536,16,1,65536,online-reorder,auto,four-mul,recurrence,shared,xor-swizzle,cufftdx-block,0,32,256,512,8,4,8,8,8,1,0,0,named-barrier,1,0.107643,0.107643,0.107643,77.929984,1.120208
