rank,operator,precision,direction,normalization,placement,logN,N,batch,element_stride,batch_stride,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,stage_handoff,trials,median_kernel_ms,min_kernel_ms,max_kernel_ms,median_Gbutterfly_s,slowdown_vs_best
1,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,cufft,auto,four-mul,table,shared,scalar,0,0,0,0,8,8,0,0,0,0,0,0,named-barrier,3,0.344166,0.343808,0.345088,97.494794,1.000000
2,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.520602,0.520243,0.521472,64.453183,1.512648
3,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.522496,0.522394,0.523725,64.219502,1.518151
4,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.525670,0.525056,0.526131,63.831693,1.527373
5,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.527258,0.526899,0.527462,63.639546,1.531987
6,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.535450,0.534733,0.535859,62.665899,1.555790
7,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.535910,0.535654,0.536013,62.612016,1.557127
8,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.536832,0.536269,0.537037,62.504533,1.559805
9,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.538931,0.538163,0.539085,62.261069,1.565904
10,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.539136,0.539085,0.539238,62.237418,1.566500
11,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.541338,0.541184,0.541542,61.984299,1.572898
12,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.547789,0.547686,0.547994,61.254323,1.591642
13,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.548352,0.547994,0.548557,61.191410,1.593278
14,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.565094,0.564838,0.565453,59.378453,1.641923
15,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.566272,0.566170,0.566323,59.254971,1.645346
16,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.572262,0.572160,0.572570,58.634696,1.662750
17,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.573952,0.573645,0.574157,58.462085,1.667660
18,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.575846,0.575642,0.575949,58.269763,1.673164
19,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.576973,0.576922,0.577024,58.155999,1.676438
20,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.578560,0.577741,0.579021,57.996461,1.681049
21,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.578867,0.578765,0.578867,57.965682,1.681941
22,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,8,2,0,0,named-barrier,3,0.579738,0.579482,0.579994,57.878654,1.684472
23,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.579789,0.579482,0.579840,57.873543,1.684620
24,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,8,2,0,0,named-barrier,3,0.582451,0.582451,0.583117,57.608999,1.692355
25,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.589414,0.589005,0.589875,56.928421,1.712586
26,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.591923,0.591872,0.592026,56.687140,1.719876
27,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.597658,0.597453,0.597709,56.143240,1.736540
28,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.597709,0.597402,0.597862,56.138425,1.736688
29,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,4,0,0,named-barrier,3,0.597862,0.597453,0.598221,56.124008,1.737133
30,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.598118,0.598118,0.598938,56.099981,1.737876
31,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.599962,0.598067,0.606515,55.927629,1.743234
32,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,4,0,0,named-barrier,3,0.600832,0.600781,0.601139,55.846614,1.745762
33,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.601242,0.601190,0.601242,55.808568,1.746954
34,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.601651,0.601242,0.601907,55.770573,1.748142
35,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.601856,0.597811,0.601907,55.751596,1.748738
36,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.604314,0.604211,0.604416,55.524865,1.755879
37,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.605184,0.604826,0.605286,55.445012,1.758407
38,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,32,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.605286,0.605133,0.605542,55.435627,1.758704
39,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.607283,0.606925,0.607437,55.253348,1.764506
40,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,32,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.609382,0.609382,0.610406,55.063015,1.770605
41,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,1,0,0,named-barrier,3,0.610202,0.609997,0.610355,54.989092,1.772987
42,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,8,2,0,0,named-barrier,3,0.614758,0.614656,0.615168,54.581497,1.786225
43,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.615014,0.614349,0.615680,54.558772,1.786969
44,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,256,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.615475,0.615168,0.615680,54.517929,1.788309
45,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.615782,0.615526,0.616038,54.490731,1.789201
46,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,2,0,0,named-barrier,3,0.616192,0.615578,0.616602,54.454509,1.790392
47,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,256,0,0,8,8,0,0,8,2,0,0,named-barrier,3,0.617882,0.617677,0.617882,54.305602,1.795302
48,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,four-mul,table,shared,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.622029,0.621773,0.622080,53.943537,1.807352
49,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix2,gauss3,table,shared,scalar,0,128,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.623155,0.623104,0.623309,53.846024,1.810623
50,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix4,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,1,0,0,named-barrier,3,0.638618,0.598016,0.648602,52.542288,1.855552
51,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,four-mul,table,shared,scalar,0,64,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.640512,0.640256,0.640614,52.386891,1.861055
52,fft,fp64,forward,none,out-of-place,16,65536,64,1,65536,online-reorder,radix8,gauss3,table,shared,scalar,0,64,0,0,8,8,0,0,10,4,0,0,named-barrier,3,0.640768,0.640102,0.641843,52.365962,1.861799
