candidate_id,group,trial,implementation,reference,static_score,mapping_id,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,device,compute_capability,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,warmup,repeat,kernel_ms,points_s,max_error,correct
fft18-fp32_b16_p9s9_t256x256_e8x8_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p9s9_t256x256_e8x8_rec,0,1193271.6996612132,fft18-fp32,cufftdx-online-shared,9,9,256,256,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.205455,20414672768.355038,0.000629,1
fft20-fp32_b2_p10s10_t128x128_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t128x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.141353,14836280228.678028,0.001320,1
fft18-fp32_b64_cufft,fft18-fp32-batch64,2,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,64,100,50,0.706314,23753188649.966961,0.000678,1
fft18-fp32_b16_p10s8_t128x128_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p10s8_t128x128_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.236380,17743891884.051670,0.000671,1
fft20-fp32_b8_p10s10_t256x512_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t256x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.475668,17635408225.550797,0.001451,1
fft18-fp32_b64_p8s10_t256x512_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t256x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.065984,15738712618.249674,0.000674,1
fft20-fp32_b8_p10s10_t512x512_e8x8_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t512x512_e8x8_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,512,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.457544,18334005100.019814,0.001485,1
fft20-fp32_b16_p10s10_t128x256_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t128x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.034445,16218570439.604166,0.001451,1
fft18-fp32_b16_p8s10_t128x512_e16x16_rec,fft18-fp32-batch16,2,fft18-fp32_b16_p8s10_t128x512_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.252764,16593744581.389914,0.000626,1
fft18-fp32_b64_p8s10_t128x512_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p8s10_t128x512_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,128,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.913060,18374717008.161449,0.000674,1
fft18-fp32_b64_p8s10_t256x128_e16x16_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p8s10_t256x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,8,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.011077,16593408070.870232,0.000674,1
fft20-fp32_b16_p10s10_t512x256_e16x16_rec,fft20-fp32-batch16,1,fft20-fp32_b16_p10s10_t512x256_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.203917,13935527908.420341,0.001451,1
fft18-fp32_b2_cufft,fft18-fp32-batch2,2,cuFFT,1,0.0,fft18-fp32,vendor-baseline,0,0,0,0,0,0,none,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,cufft,scalar,18,262144,2,100,50,0.028058,18686131759.672195,0.000583,1
fft20-fp32_b8_p10s10_t256x256_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t256x256_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.491049,17083037846.004360,0.001451,1
fft18-fp32_b16_p8s10_t256x256_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t256x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.284078,14764616234.855797,0.000626,1
fft18-fp32_b2_p10s8_t512x512_e16x16_rec,fft18-fp32-batch2,1,fft18-fp32_b2_p10s8_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,10,8,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.038687,13552144414.795076,0.000637,1
fft18-fp32_b64_p10s8_t128x128_e16x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p10s8_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,cufftdx-online-shared,10,8,128,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.861573,19472771373.951817,0.000739,1
fft20-fp32_b2_p10s10_t512x512_e8x8_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t512x512_e8x8_rec,0,596635.8498306066,fft20-fp32,cufftdx-online-shared,10,10,512,512,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.128696,16295352969.077873,0.001288,1
fft20-fp32_b16_p10s10_t512x128_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t512x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,512,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.089270,15402259989.330509,0.001451,1
fft18-fp32_b16_p8s10_t256x512_e16x16_rec,fft18-fp32-batch16,1,fft18-fp32_b16_p8s10_t256x512_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,256,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.299233,14016836275.204588,0.000626,1
fft20-fp32_b2_p10s10_t256x128_e16x16_rec,fft20-fp32-batch2,2,fft20-fp32_b2_p10s10_t256x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.133304,15732064143.715429,0.001320,1
fft20-fp32_b16_p10s10_t256x128_e16x16_rec,fft20-fp32-batch16,3,fft20-fp32_b16_p10s10_t256x128_e16x16_rec,0,2386543.3993224264,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,0.869458,19296178503.575901,0.001451,1
fft18-fp32_b16_p8s10_t128x256_e16x16_rec,fft18-fp32-batch16,3,fft18-fp32_b16_p8s10_t128x256_e16x16_rec,0,596635.8498306066,fft18-fp32,cufftdx-online-shared,8,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.239370,17522245999.508961,0.000626,1
fft20-fp32_b2_p10s10_t128x256_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t128x256_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.136151,15403129817.225260,0.001320,1
fft18-fp32_b64_p8s10_t128x128_e16x16_tbl,fft18-fp32-batch64,1,fft18-fp32_b64_p8s10_t128x128_e16x16_tbl,0,2435248.3666555374,fft18-fp32,cufftdx-online-shared,8,10,128,128,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.992563,16902919835.784855,0.000610,1
fft20-fp32_b8_p10s10_t512x512_e16x16_rec,fft20-fp32-batch8,3,fft20-fp32_b8_p10s10_t512x512_e16x16_rec,0,1193271.6996612132,fft20-fp32,cufftdx-online-shared,10,10,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.566641,14804106467.274494,0.001451,1
fft18-fp32_b2_p9s9_t512x512_e16x16_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p9s9_t512x512_e16x16_rec,0,81804.82522882584,fft18-fp32,cufftdx-online-shared,9,9,512,512,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.045404,11547136142.239889,0.000725,1
fft20-fp32_b2_p10s10_t512x512_e8x8_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t512x512_e8x8_rec,0,596635.8498306066,fft20-fp32,cufftdx-online-shared,10,10,512,512,8,8,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.128287,16347381950.993685,0.001288,1
fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,fft20-fp32-batch16,2,fft20-fp32_b16_p10s10_t128x256_e16x16_tbl,0,2435248.3666555374,fft20-fp32,cufftdx-online-shared,10,10,128,256,16,16,table,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.428173,11747329935.110411,0.001468,1
fft20-fp32_b2_p10s10_t256x128_e16x16_rec,fft20-fp32-batch2,1,fft20-fp32_b2_p10s10_t256x128_e16x16_rec,0,298317.9249153033,fft20-fp32,cufftdx-online-shared,10,10,256,128,16,16,recurrence,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.133571,15700706260.506519,0.001320,1
