holdout_dimension,holdout_value,operator,precision,accumulation,logN,batch,measured_winner,predicted_winner,top1_correct,topk_contains_winner,regret
batch-region,crossover,fwht,bf16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.0676130736216571
batch-region,crossover,fwht,fp16,native,15,8,hier-r4-t256,online-r4-t256,0,1,1.024533503815879
batch-region,crossover,fwht,fp32,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,fp32,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.0146480886030724
batch-region,crossover,structured-2x2,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp64,native,8,720,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.1185902789376982
batch-region,crossover,fwht,bf16,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0412710714977718
batch-region,crossover,fft,fp32,native,8,799,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,8,801,temporal-r4-t128,temporal-r2-t128,0,1,1.0559300419019857
batch-region,crossover,fft,bf16,native,8,1280,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp64,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,subset-zeta,uint32,native,15,8,hier-r4-t256,online-r4-t256,0,1,1.1444913903061225
batch-region,crossover,fft,fp64,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0946485013623979
batch-region,crossover,fft,fp32,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,fp32,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp64,native,15,5,online-r4-t256,online-r2-t256,0,1,1.206485013623978
batch-region,crossover,fft,bf16,native,15,7,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,subset-zeta,uint32,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.0014785430941218
batch-region,crossover,structured-2x2,fp32,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,fp32,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,ntt,uint64,native,15,320,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,fft,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,native,8,1279,temporal-r4-t128,temporal-r2-t128,0,1,1.2211606510969568
batch-region,crossover,fwht,fp16,fp32,15,9,hier-r4-t256,online-r4-t256,0,1,1.1436339771235702
batch-region,crossover,structured-2x2,fp64,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,ntt,uint64,native,15,319,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,15,8,hier-r4-t256,online-r2-t256,0,1,1.1257802537083026
batch-region,crossover,structured-2x2,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,ntt,uint32,native,15,320,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,subset-zeta,uint32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,fp32,15,4,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,ntt,uint32,native,15,319,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0008879156841042
batch-region,crossover,fft,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp64,native,8,721,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,20,1,hier-r4-t256,online-r4-t256,0,1,1.124025300623016
batch-region,crossover,fwht,fp64,native,15,9,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,native,15,4,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,fwht,fp32,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.376083467094703
batch-region,crossover,ntt,uint64,native,15,239,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,fwht,bf16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,native,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.3601502273176516
batch-region,crossover,subset-zeta,uint32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,subset-zeta,uint32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp16,fp32,8,799,temporal-r4-t128,temporal-r2-t128,0,1,1.0990173847316704
batch-region,crossover,fft,fp16,fp32,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,native,8,960,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,bf16,fp32,8,799,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,fp16,native,8,1280,temporal-r4-t128,temporal-r2-t128,0,1,1.0811718034787916
batch-region,crossover,structured-2x2,fp64,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.2576859440532533
batch-region,crossover,fwht,bf16,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.03844454264251
batch-region,crossover,fft,bf16,fp32,20,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,15,8,hier-r4-t256,online-r2-t256,0,1,1.275908801020408
batch-region,crossover,fwht,fp32,native,20,1,online-r2-t256,hier-r4-t256,0,1,1.0552233556102708
batch-region,crossover,fft,fp16,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp16,native,8,959,temporal-r4-t128,temporal-r2-t128,0,1,1.2212618841832323
batch-region,crossover,structured-2x2,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,15,8,hier-r4-t256,online-r4-t256,0,1,1.0885903827928634
batch-region,crossover,ntt,uint64,native,15,240,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,fwht,bf16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,fp32,8,961,temporal-r2-t128,temporal-r4-t128,0,1,1.0082728006456818
batch-region,crossover,subset-zeta,uint32,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.0309200603318251
batch-region,crossover,fwht,bf16,fp32,8,961,temporal-r2-t128,temporal-r4-t128,0,1,1.061687867596772
batch-region,crossover,structured-2x2,bf16,native,15,9,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,fp32,15,9,hier-r4-t256,online-r2-t256,0,1,1.3302690076105794
batch-region,crossover,structured-2x2,fp64,native,15,6,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp16,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,fp32,15,8,online-r2-t256,online-r4-t256,0,1,1.0811098571154787
batch-region,crossover,fwht,fp64,native,15,6,online-r4-t256,online-r2-t256,0,1,1.022978188672471
batch-region,crossover,fft,fp16,native,8,800,temporal-r4-t128,temporal-r2-t128,0,1,1.1502514668901926
batch-region,crossover,structured-2x2,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fwht,fp16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,fft,fp32,native,8,801,temporal-r4-t128,temporal-r2-t128,0,1,1.1943359375
batch-region,crossover,structured-2x2,fp16,native,15,6,hier-r4-t256,online-r2-t256,0,1,1.1257844839097342
batch-region,crossover,structured-2x2,fp16,native,15,8,hier-r4-t256,online-r2-t256,0,1,1.144429374152296
batch-region,crossover,fwht,fp16,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.2518465285263705
batch-region,crossover,structured-2x2,fp16,native,15,7,hier-r4-t256,online-r2-t256,0,1,1.1504330842391304
batch-region,crossover,fwht,fp16,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,fp32,15,5,online-r2-t256,online-r4-t256,0,1,1.0769353195823785
batch-region,crossover,subset-zeta,uint32,native,8,960,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,fp32,15,6,online-r2-t256,online-r4-t256,0,1,1.0301921558304816
batch-region,crossover,structured-2x2,fp32,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp64,native,15,9,hier-r4-t256,online-r4-t256,0,1,1.0638375900458417
batch-region,crossover,ntt,uint64,native,15,321,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,20,1,online-r4-t256,hier-r4-t256,0,1,1.0588576884085787
batch-region,crossover,structured-2x2,bf16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp16,native,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.0040532715691952
batch-region,crossover,fft,fp32,native,8,1281,temporal-r4-t128,temporal-r2-t128,0,1,1.0872171726938697
batch-region,crossover,structured-2x2,bf16,fp32,15,6,hier-r4-t256,online-r2-t256,0,1,1.0229332948102134
batch-region,crossover,structured-2x2,fp16,native,8,961,temporal-r4-t128,temporal-r2-t128,0,1,1.2400173611111112
batch-region,crossover,fwht,fp64,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,fp32,native,15,7,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,crossover,structured-2x2,bf16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,structured-2x2,fp32,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fwht,bf16,fp32,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,fp32,8,801,temporal-r4-t128,temporal-r2-t128,0,1,1.1414971209213052
batch-region,crossover,fwht,fp16,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,crossover,fft,bf16,native,8,800,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,crossover,fft,bf16,native,15,8,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,crossover,structured-2x2,fp16,native,8,960,temporal-r4-t128,temporal-r2-t128,0,1,1.2977430555555556
batch-region,crossover,fwht,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,crossover,fwht,bf16,native,15,9,online-r2-t256,online-r4-t256,0,1,1.0402021372473285
batch-region,crossover,fwht,fp16,fp32,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fft,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.024908592321755
batch-region,launch-limited,fft,fp32,native,15,1,online-r4-t256,online-r2-t256,0,1,1.2906357949771263
batch-region,launch-limited,fft,fp16,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,fwht,fp32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fft,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,bf16,fp32,15,1,online-r2-t256,online-r4-t256,0,1,1.1832736674622115
batch-region,launch-limited,subset-zeta,uint32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,ntt,uint32,native,15,1,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,launch-limited,subset-zeta,uint32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,fwht,fp16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,fwht,bf16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fft,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fft,fp16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
batch-region,launch-limited,fft,bf16,native,8,1,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,launch-limited,fwht,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.0024828564672499
batch-region,launch-limited,fwht,fp32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,structured-2x2,fp32,native,8,1,temporal-r2-t128,temporal-r4-t128,0,1,1.0253399258343634
batch-region,launch-limited,fwht,bf16,native,15,1,online-r2-t256,online-r4-t256,0,1,1.0252369180057685
batch-region,launch-limited,fft,bf16,fp32,8,1,temporal-r2-t128,temporal-r4-t128,0,1,1.134889522451889
batch-region,launch-limited,fwht,bf16,native,8,1,temporal-r4-t128,temporal-r2-t128,0,1,1.006702840727737
batch-region,launch-limited,structured-2x2,bf16,native,8,1,temporal-r2-t128,temporal-r2-t128,1,1,1.0
batch-region,launch-limited,fwht,fp16,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fwht,fp16,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,bf16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,structured-2x2,fp64,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,fp16,native,15,1,online-r4-t256,hier-r4-t256,0,1,2.0780330139674477
batch-region,launch-limited,ntt,uint64,native,20,1,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0213696335653584
batch-region,launch-limited,fft,fp32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fft,bf16,fp32,15,1,online-r2-t256,online-r4-t256,0,1,1.1050680732767837
batch-region,launch-limited,structured-2x2,fp16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,structured-2x2,fp32,native,15,1,online-r4-t256,online-r2-t256,0,1,1.0551013551349537
batch-region,launch-limited,ntt,uint64,native,15,1,ntt-hybrid-r2-t256,ntt-hybrid-r4-t256,0,1,1.0033758748456156
batch-region,launch-limited,fwht,bf16,fp32,15,1,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,launch-limited,fft,fp16,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fwht,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,structured-2x2,fp16,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,ntt,uint32,native,20,1,ntt-hybrid-r4-t256,ntt-hybrid-r4-t256,1,1,1.0
batch-region,launch-limited,fft,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,fwht,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,launch-limited,structured-2x2,fp64,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
batch-region,saturated,fwht,fp32,native,20,2,online-r2-t256,hier-r4-t256,0,1,1.5064891305610744
batch-region,saturated,fwht,bf16,native,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,structured-2x2,bf16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,fwht,fp16,native,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,fft,fp32,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,fft,bf16,fp32,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,fft,bf16,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,fft,fp16,fp32,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,structured-2x2,bf16,native,20,2,hier-r4-t256,online-r4-t256,0,1,1.0472332754056293
batch-region,saturated,structured-2x2,fp16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,fwht,fp16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,structured-2x2,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,fwht,fp64,native,20,2,online-r2-t256,online-r4-t256,0,1,1.1035934989161265
batch-region,saturated,fft,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,subset-zeta,uint32,native,20,2,online-r2-t256,online-r4-t256,0,1,1.0245559765041188
batch-region,saturated,structured-2x2,fp16,native,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
batch-region,saturated,fft,fp16,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
batch-region,saturated,structured-2x2,fp32,native,20,2,online-r4-t256,hier-r4-t256,0,1,1.4846661391234053
batch-region,saturated,fwht,bf16,fp32,20,2,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,fp16,fp32,15,6,online-r4-t256,hier-r4-t256,0,1,1.0026908184025727
operator,fft,fft,fp64,native,15,1,online-r2-t256,online-r4-t256,0,1,1.024908592321755
operator,fft,fft,fp32,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,fp32,native,15,9,online-r4-t256,hier-r4-t256,0,1,1.1550069242156535
operator,fft,fft,bf16,native,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.1569916737997044
operator,fft,fft,fp16,native,15,8,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,fp16,native,15,1,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,fp32,native,15,4,online-r2-t256,hier-r4-t256,0,1,1.1879572312886888
operator,fft,fft,bf16,native,15,9,online-r2-t256,online-r4-t256,0,1,1.2381598047504347
operator,fft,fft,fp64,native,15,4,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,bf16,native,15,1,online-r2-t256,online-r2-t256,1,1,1.0
operator,fft,fft,bf16,native,15,5,online-r2-t256,online-r4-t256,0,1,1.1877671903167653
operator,fft,fft,bf16,native,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.2088486140724948
operator,fft,fft,fp16,native,8,1281,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,fp32,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,fp32,8,801,temporal-r2-t128,temporal-r4-t128,0,1,1.052994398965963
operator,fft,fft,fp16,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp32,native,15,5,online-r4-t256,hier-r4-t256,0,1,1.1421601681805562
operator,fft,fft,fp32,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,native,8,801,temporal-r2-t128,temporal-r4-t128,0,1,1.1031206953878308
operator,fft,fft,fp16,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.0354232496258107
operator,fft,fft,fp32,native,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp64,native,8,719,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp32,native,20,2,online-r4-t256,online-r2-t256,0,1,1.1777136387259635
operator,fft,fft,fp16,fp32,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,fp32,20,2,online-r4-t256,online-r2-t256,0,1,1.1548877452855337
operator,fft,fft,fp16,native,15,5,online-r4-t256,hier-r4-t256,0,1,1.146318426347994
operator,fft,fft,bf16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,bf16,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,fp16,fp32,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,fp32,15,1,online-r4-t256,online-r2-t256,0,1,1.0539142631717366
operator,fft,fft,fp64,native,8,960,temporal-r2-t128,temporal-r4-t128,0,1,1.0409398955671592
operator,fft,fft,fp16,fp32,8,1279,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,fp32,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.114418507493864
operator,fft,fft,fp16,fp32,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,fp64,native,8,959,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.1911576139918962
operator,fft,fft,fp16,fp32,20,2,online-r4-t256,online-r2-t256,0,1,1.1078495756148938
operator,fft,fft,bf16,native,8,1,temporal-r2-t128,temporal-r2-t128,1,1,1.0
operator,fft,fft,fp64,native,15,6,online-r2-t256,online-r4-t256,0,1,1.020475801325706
operator,fft,fft,bf16,fp32,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.2124095493134293
operator,fft,fft,fp32,native,15,6,online-r4-t256,hier-r4-t256,0,1,1.1652471823770492
operator,fft,fft,bf16,native,15,6,online-r2-t256,online-r4-t256,0,1,1.2312989946410382
operator,fft,fft,fp32,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,fp32,15,7,online-r2-t256,hier-r4-t256,0,1,1.2206681822674705
operator,fft,fft,bf16,fp32,15,4,online-r4-t256,hier-r4-t256,0,1,1.1609444308616534
operator,fft,fft,fp16,fp32,15,5,online-r2-t256,hier-r4-t256,0,1,1.0412990568907818
operator,fft,fft,bf16,fp32,8,1279,temporal-r2-t128,temporal-r4-t128,0,1,1.1728937311049
operator,fft,fft,fp32,native,15,8,online-r4-t256,hier-r4-t256,0,1,1.1548974338561155
operator,fft,fft,fp16,fp32,8,1281,temporal-r2-t128,temporal-r4-t128,0,1,1.0686104361911373
operator,fft,fft,fp16,native,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,fp32,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp64,native,8,720,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp32,native,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.039343842112008
operator,fft,fft,fp16,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,native,8,1280,temporal-r2-t128,temporal-r4-t128,0,1,1.0295715562891135
operator,fft,fft,fp64,native,8,961,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp64,native,15,7,online-r2-t256,online-r4-t256,0,1,1.0946485013623979
operator,fft,fft,fp32,native,20,1,online-r4-t256,online-r2-t256,0,1,1.1272339430775524
operator,fft,fft,fp16,fp32,20,1,online-r4-t256,hier-r4-t256,0,1,1.0843736484455748
operator,fft,fft,bf16,native,15,7,online-r2-t256,online-r4-t256,0,1,1.1759468957438501
operator,fft,fft,fp16,fp32,15,7,online-r4-t256,hier-r4-t256,0,1,1.09473847586528
operator,fft,fft,fp64,native,15,8,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,bf16,fp32,8,1,temporal-r2-t128,temporal-r4-t128,0,1,1.134889522451889
operator,fft,fft,fp16,fp32,15,4,online-r4-t256,hier-r4-t256,0,1,1.156302364550363
operator,fft,fft,fp64,native,20,1,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,fp64,native,8,721,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,native,20,1,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,bf16,native,15,4,online-r2-t256,online-r2-t256,1,1,1.0
operator,fft,fft,fp16,native,15,9,hier-r4-t256,hier-r4-t256,1,1,1.0
operator,fft,fft,fp16,fp32,8,799,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,fp32,15,8,online-r4-t256,hier-r4-t256,0,1,1.027618838028169
operator,fft,fft,bf16,native,20,1,online-r4-t256,hier-r4-t256,0,1,1.146233167856718
operator,fft,fft,fp64,native,15,5,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,bf16,fp32,8,799,temporal-r2-t128,temporal-r4-t128,0,1,1.1096153846153847
operator,fft,fft,fp16,native,8,1280,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,bf16,fp32,20,1,online-r4-t256,hier-r4-t256,0,1,1.2143105860217354
operator,fft,fft,fp16,native,15,4,online-r4-t256,hier-r4-t256,0,1,1.3044595616024186
operator,fft,fft,fp64,native,20,2,online-r4-t256,online-r4-t256,1,1,1.0
operator,fft,fft,fp32,native,8,1,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp16,native,15,7,online-r4-t256,hier-r4-t256,0,1,1.0074382624218983
operator,fft,fft,bf16,fp32,15,8,online-r2-t256,hier-r4-t256,0,1,1.0039181448435937
operator,fft,fft,bf16,fp32,15,1,online-r2-t256,online-r2-t256,1,1,1.0
operator,fft,fft,fp16,native,8,800,temporal-r4-t128,temporal-r4-t128,1,1,1.0
operator,fft,fft,fp32,native,8,801,temporal-r4-t128,temporal-r4-t128,1,1,1.0
