trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.451200,0.826112,5.101120,4841.958638,50.771616,5077161620.306815,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.460544,0.828211,5.109824,4829.686023,50.642929,5064292850.868775,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix2,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.461952,0.821043,5.109536,4871.850875,51.085059,5108505903.247368,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix2,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.455072,0.824166,5.103360,4853.388729,50.891469,5089146940.307443,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix2,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.452896,0.824064,5.103200,4853.992178,50.897797,5089779701.815030,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.462816,0.729856,5.107648,5480.533039,57.467554,5746755412.162008,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.459296,0.729600,5.104448,5482.456048,57.487718,5748771832.889689,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.457728,0.729446,5.102112,5483.610501,57.499824,5749982364.689886,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.455552,0.729395,5.106176,5483.995427,57.503860,5750385988.588749,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.457120,0.729498,5.105024,5483.225629,57.495788,5749578797.448374,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456608,0.728986,5.102400,5487.076779,57.536170,5753617020.876837,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456224,0.671744,5.102080,5954.649488,62.439025,6243902541.355745,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.455456,0.674355,5.100704,5931.592056,62.197251,6219725071.902348,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.454656,0.675123,5.104288,5924.844403,62.126496,6212649644.597256,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.470176,0.674406,5.102368,5931.141735,62.192529,6219252875.398664,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.457280,0.674048,5.102944,5934.295423,62.225598,6222559757.373671,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix4,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.475616,0.674458,5.109920,5930.691481,62.187808,6218780750.587091,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456064,0.707379,5.103552,5654.675563,59.293571,5929357083.232066,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.454112,0.707328,5.100960,5655.085357,59.297868,5929786783.212665,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456288,0.706560,5.103328,5661.231758,59.362318,5936231752.334338,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.454656,0.707584,5.103776,5653.038886,59.276409,5927640903.192828,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.452704,0.706099,5.102656,5664.926782,59.401063,5940106265.194644,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,5.452928,0.706867,5.102848,5658.771404,59.336519,5933651884.102083,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.454304,0.688691,5.102144,5808.118365,60.902535,6090253523.133380,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.464416,0.689306,5.109952,5802.941365,60.848250,6084825045.201536,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456512,0.689715,5.104288,5799.495156,60.812114,6081211432.956191,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.455840,0.689357,5.103744,5802.510365,60.843731,6084373108.827229,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.461824,0.689101,5.106272,5804.666006,60.866335,6086633462.278850,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,online-reorder,radix8,gauss3,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,5.456992,0.689869,5.102560,5798.203883,60.798574,6079857434.662528,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.783648,0.387072,2.598592,10333.994791,108.359789,10835978921.999348,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.771648,0.387226,2.597888,10329.895595,108.316806,10831680603.282272,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.768256,0.386918,2.594784,10338.097242,108.402807,10840280653.460760,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.771296,0.378317,2.598048,10573.148726,110.867500,11086749998.804810,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.780800,0.378317,2.600672,10573.148726,110.867500,11086749998.804810,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix2,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.799136,0.378419,2.603136,10570.287617,110.837499,11083749908.473400,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.782560,0.380518,2.598240,10511.975882,110.226056,11022605622.814022,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.781088,0.380621,2.604992,10509.147780,110.196401,11019640142.533455,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.784608,0.380672,2.605824,10507.733477,110.181571,11018157138.081486,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.776480,0.372634,2.601824,10734.404878,112.558393,11255839329.209743,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.770112,0.372634,2.613536,10734.404878,112.558393,11255839329.209743,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.802784,0.372634,2.605024,10734.404878,112.558393,11255839329.209743,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.800256,0.380928,2.595104,10500.672596,110.107533,11010753267.830517,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.770624,0.380928,2.593728,10500.672596,110.107533,11010753267.830517,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,128,10,1,0,0,20,1048576,4,1,1048576,5,20,2.781632,0.380621,2.633408,10509.147780,110.196401,11019640142.533455,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.765888,0.373350,2.593312,10713.795606,112.342289,11234228941.717226,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.777760,0.373299,2.599104,10715.265928,112.357707,11235770685.541779,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix8,four-mul,0,named-barrier,256,10,1,0,0,20,1048576,4,1,1048576,5,20,2.769888,0.373146,2.594528,10719.675890,112.403949,11240394866.075500,0.000000,-1
