candidate_id,group,trial,implementation,reference,static_score,mapping_id,decomposition_count,stages_per_decomposition,segment_threads,segment_ept,boundary_twiddles,boundary_layouts,boundary_residencies,execution_group_count,execution_group_stages,group_threads,group_ept,processing_unit,prefix_log_n,suffix_log_n,prefix_threads,suffix_threads,prefix_ept,suffix_ept,cross_twiddle,direct_boundary,device,compute_capability,operator,precision,direction,normalization,placement,backend,fft_core,logN,N,batch,warmup,repeat,kernel_ms,points_s,max_error,correct
fft20-fp32_b8_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft20-fp32-batch8,2,fft20-fp32_b8_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,6148438.890763617,fft20-fp32,3,3x6x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.763208,10991252165.670506,0.001298,1
fft20-fp32_b8_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,fft20-fp32-batch8,3,fft20-fp32_b8_d3_10x3x7_t512x512x512_e16x8x16_rr_gf_gt256x128_ge16x16,0,1217624.1833277687,fft20-fp32,3,10x3x7,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,10x10,256x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,10,7,512,512,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.397619,21097088943.314838,0.001451,1
fft20-fp32_b8_d3_3x7x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,fft20-fp32-batch8,2,fft20-fp32_b8_d3_3x7x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,0,1217624.1833277687,fft20-fp32,3,3x7x10,256x256x256,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,256,256,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.636969,13169570875.745117,0.001343,1
fft20-fp32_b2_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,fft20-fp32-batch2,2,fft20-fp32_b2_d3_4x11x5_t128x512x128_e16x4x16_tt_gg,0,983040.0,fft20-fp32,3,4x11x5,128x512x128,16x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,5,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.402002,5216771138.209316,0.001234,1
fft20-fp32_b2_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,2,fft20-fp32_b2_d3_7x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,7x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,7,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.183747,11413285690.516352,0.001125,1
fft18-fp32_b16_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,fft18-fp32-batch16,1,fft18-fp32_b16_d3_3x11x4_t128x512x128_e8x4x16_tt_gg,0,2359296.0,fft18-fp32,3,3x11x4,128x512x128,8x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.857293,4892498969.105859,0.000503,1
fft18-fp32_b16_p11s7_t256x128_e8x16_rec_ptx,fft18-fp32-batch16,3,fft18-fp32_b16_p11s7_t256x128_e8x16_rec_ptx,0,1018015.6028476105,fft18-fp32,2,11x7,256x128,8x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,7,256,128,8,16,recurrence,prefix-tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.353137,11877283909.818462,0.000633,1
fft18-fp32_b2_p12s6_t256x128_e16x16_rec_ptx,fft18-fp32-batch2,3,fft18-fp32_b2_p12s6_t256x128_e16x16_rec_ptx,0,91438.61722882584,fft18-fp32,2,12x6,256x128,16x16,recurrence,prefix-tiled-transpose,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,12,6,256,128,16,16,recurrence,prefix-tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.052244,10035280147.918419,0.000579,1
fft18-fp32_b2_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft18-fp32-batch2,2,fft18-fp32_b2_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,156609.46226797753,fft18-fp32,3,11x3x4,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x7,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,4,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.055357,9470957971.138971,0.000546,1
fft18-fp32_b64_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft18-fp32-batch64,3,fft18-fp32_b64_d3_11x3x4_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,4155165.725908614,fft18-fp32,3,11x3x4,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x7,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,4,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.490002,11259861123.393847,0.000612,1
fft18-fp32_b2_p7s11_t128x256_e16x8_rec,fft18-fp32-batch2,3,fft18-fp32_b2_p7s11_t128x256_e16x8_rec,0,135794.93600280714,fft18-fp32,2,7x11,128x256,16x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,7,11,128,256,16,8,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.042803,12248803305.663052,0.000682,1
fft18-fp32_b2_d3_9x3x6_t512x512x512_e16x8x16_rr_gf_gt256x256_ge8x8,fft18-fp32-batch2,3,fft18-fp32_b2_d3_9x3x6_t512x512x512_e16x8x16_rr_gf_gt256x256_ge8x8,0,166948.6229159711,fft18-fp32,3,9x3x6,512x512x512,16x8x16,recurrencexrecurrence,direct-stridedxdirect-strided,global-scratchxfused,2,9x9,256x256,8x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,9,6,512,512,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.029860,17558298528.256466,0.000553,1
fft18-fp32_b16_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_ttt_fgf_gt512x256_ge16x16,fft18-fp32-batch16,3,fft18-fp32_b16_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_ttt_fgf_gt512x256_ge16x16,0,608812.0916638843,fft18-fp32,4,3x3x3x9,512x512x512x512,8x8x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,6x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.411771,10186013382.414476,0.000550,1
fft18-fp32_b64_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_ttt_fgf_gt512x256_ge16x16,fft18-fp32-batch64,2,fft18-fp32_b64_d4_3x3x3x9_t512x512x512x512_e8x8x8x16_ttt_fgf_gt512x256_ge16x16,0,2435248.3666555374,fft18-fp32,4,3x3x3x9,512x512x512x512,8x8x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,6x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.286042,13045624475.204390,0.000617,1
fft18-fp32_b64_d3_4x4x10_t512x512x512_e16x16x16_tt_gg,fft18-fp32-batch64,3,fft18-fp32_b64_d3_4x4x10_t512x512x512_e16x16x16_tt_gg,0,3517580.9740579985,fft18-fp32,3,4x4x10,512x512x512,16x16x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,512,512,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,2.613801,6418704401.726669,0.000521,1
fft18-fp32_b16_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,fft18-fp32-batch16,3,fft18-fp32_b16_d3_3x12x3_t128x512x128_e8x8x8_tt_gg,0,1758790.4870289993,fft18-fp32,3,3x12x3,128x512x128,8x8x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,128,128,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.720937,5817851306.697180,0.000498,1
fft18-fp32_b2_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft18-fp32-batch2,3,fft18-fp32_b2_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,455001.6973393928,fft18-fp32,3,3x4x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,7x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.060273,8698606650.153894,0.000386,1
fft18-fp32_b64_d3_3x5x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,fft18-fp32-batch64,2,fft18-fp32_b64_d3_3x5x10_t256x256x256_e8x16x16_tt_fg_gt256x256_ge16x16,0,2435248.3666555374,fft18-fp32,3,3x5x10,256x256x256,8x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,256,256,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.108275,15138132096.631926,0.000610,1
fft18-fp32_b64_p7s11_t128x256_e16x8_rec_tx,fft18-fp32-batch64,1,fft18-fp32_b64_p7s11_t128x256_e16x8_rec_tx,0,3566171.2214231617,fft18-fp32,2,7x11,128x256,16x8,recurrence,tiled-transpose,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,7,11,128,256,16,8,recurrence,tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.076593,15583624385.134327,0.000672,1
fft20-fp32_b16_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,fft20-fp32-batch16,1,fft20-fp32_b16_d3_11x3x6_t256x512x512_e8x8x16_tt_gf_gt256x512_ge8x16,0,4155165.725908614,fft20-fp32,3,11x3x6,256x512x512,8x8x16,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,11x9,256x512,8x16,cufftdx-large-online+cufftdx-online-shared+cufftdx-online-shared,11,6,256,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.690050,9927050210.181425,0.001726,1
fft18-fp32_b64_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,fft18-fp32-batch64,3,fft18-fp32_b64_d3_4x4x10_t256x256x256_e16x16x16_tt_fg_gt256x256_ge16x16,0,2435248.3666555374,fft18-fp32,3,4x4x10,256x256x256,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,256,256,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.109647,15119411898.238546,0.000610,1
fft18-fp32_b64_p7s11_t128x256_e16x8_rec,fft18-fp32-batch64,2,fft18-fp32_b64_p7s11_t128x256_e16x8_rec,0,3566171.2214231617,fft18-fp32,2,7x11,128x256,16x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,7,11,128,256,16,8,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.060291,15823224684.955257,0.000672,1
fft20-fp32_b8_d3_3x11x6_t128x512x128_e8x4x16_tt_gg,fft20-fp32-batch8,1,fft20-fp32_b8_d3_3x11x6_t128x512x128_e8x4x16_tt_gg,0,4718592.0,fft20-fp32,3,3x11x6,128x512x128,8x4x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,6,128,128,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,1.410847,5945796902.897160,0.001221,1
fft20-fp32_b16_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft20-fp32-batch16,3,fft20-fp32_b16_d3_3x6x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,12296877.781527234,fft20-fp32,3,3x6x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.466839,11437667327.251936,0.001315,1
fft18-fp32_b16_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft18-fp32-batch16,1,fft18-fp32_b16_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,608812.0916638843,fft18-fp32,3,5x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,5,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.257311,16300541336.731712,0.000610,1
fft18-fp32_b2_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,fft18-fp32-batch2,3,fft18-fp32_b2_d3_3x12x3_t256x1024x256_e8x4x8_tt_gg,0,356515.84,fft18-fp32,3,3x12x3,256x1024x256,8x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,3,256,256,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.085791,6111243479.834187,0.000391,1
fft18-fp32_b16_d3_3x4x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,fft18-fp32-batch16,2,fft18-fp32_b16_d3_3x4x11_t128x128x512_e8x16x4_tt_fg_gt128x512_ge16x4,0,1607201.65278427,fft18-fp32,3,3x4x11,128x128x512,8x16x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,7x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,128,512,8,4,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.326636,12840930869.625731,0.000521,1
fft18-fp32_b16_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,fft18-fp32-batch16,3,fft18-fp32_b16_d3_3x4x11_t256x256x1024_e8x16x2_tt_fg_gt256x1024_ge16x2,0,3074219.4453818086,fft18-fp32,3,3x4x11,256x256x1024,8x16x2,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,7x11,256x1024,16x2,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,11,256,1024,8,2,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.343716,12202824054.344721,0.000489,1
fft20-fp32_b2_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,fft20-fp32-batch2,1,fft20-fp32_b2_d3_4x6x10_t128x128x128_e16x16x16_tt_fg_gt128x128_ge16x16,0,304406.0458319422,fft20-fp32,3,4x6x10,128x128x128,16x16x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,10x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,4,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.183992,11398040573.936329,0.001125,1
fft18-fp32_b16_d3_4x11x3_t128x512x128_e16x4x8_tt_gg,fft18-fp32-batch16,3,fft18-fp32_b16_d3_4x11x3_t128x512x128_e16x4x8_tt_gg,0,2219468.9490830395,fft18-fp32,3,4x11x3,128x512x128,16x4x8,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,4,3,128,128,16,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.751985,5577645723.661046,0.000488,1
fft18-fp32_b64_p11s7_t256x128_e8x16_rec,fft18-fp32-batch64,1,fft18-fp32_b64_p11s7_t256x128_e8x16_rec,0,4072062.411390442,fft18-fp32,2,11x7,256x128,8x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-large-online+cufftdx-online-shared,11,7,256,128,8,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,1.228247,13659480027.417282,0.000697,1
fft18-fp32_b64_p9s9_t128x128_e16x16_rec,fft18-fp32-batch64,3,fft18-fp32_b64_p9s9_t128x128_e16x16_rec,0,2386543.3993224264,fft18-fp32,2,9x9,128x128,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,9,9,128,128,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,64,100,50,0.828969,20238654485.867382,0.000984,1
fft20-fp32_b2_d4_3x5x3x9_t512x512x512x512_e8x16x8x16_ttt_fgf_gt512x256_ge16x16,fft20-fp32-batch2,1,fft20-fp32_b2_d4_3x5x3x9_t512x512x512x512_e8x16x8x16_ttt_fgf_gt512x256_ge16x16,0,304406.0458319422,fft20-fp32,4,3x5x3x9,512x512x512x512,8x16x8x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxglobal-scratchxfused,2,8x12,512x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,9,512,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.246559,8505689640.093516,0.001102,1
fft20-fp32_b16_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,fft20-fp32-batch16,3,fft20-fp32_b16_d3_6x3x11_t128x128x512_e16x8x4_tt_fg_gt128x512_ge16x4,0,6428806.61113708,fft20-fp32,3,6x3x11,128x128x512,16x8x4,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,9x11,128x512,16x4,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,6,11,128,512,16,4,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.513943,11081801069.327690,0.001485,1
fft18-fp32_b2_d3_8x7x3_t256x256x256_e16x16x8_tt_gf_gt256x256_ge16x16,fft18-fp32-batch2,2,fft18-fp32_b2_d3_8x7x3_t256x256x256_e16x16x8_tt_gf_gt256x256_ge16x16,0,93304.71145798556,fft18-fp32,3,8x7x3,256x256x256,16x16x8,tablextable,direct-stridedxdirect-strided,global-scratchxfused,2,8x10,256x256,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,8,3,256,256,16,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.039444,13291796438.589510,0.000501,1
fft18-fp32_b2_p6s12_t128x256_e16x16_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p6s12_t128x256_e16x16_rec,0,91438.61722882584,fft18-fp32,2,6x12,128x256,16x16,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,6,12,128,256,16,16,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.047309,11082251344.759054,0.000549,1
fft18-fp32_b2_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,fft18-fp32-batch2,3,fft18-fp32_b2_d3_3x11x4_t256x1024x256_e8x2x16_tt_gg,0,577809.0666666667,fft18-fp32,3,3x11x4,256x1024x256,8x2x16,tablextable,direct-stridedxdirect-strided,global-scratchxglobal-scratch,3,,,,cufftdx-online-shared+cufftdx-large-online+cufftdx-online-shared,3,4,256,256,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.103485,5066297117.073870,0.000348,1
fft20-fp32_b8_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch8,3,fft20-fp32_b8_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,0,1819475.1129710008,fft20-fp32,3,3x5x12,128x128x512,8x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,8,100,50,0.882053,9510320466.848434,0.001158,1
fft18-fp32_b2_p9s9_t256x256_e8x8_rec,fft18-fp32-batch2,2,fft18-fp32_b2_p9s9_t256x256_e8x8_rec,0,175170.20085765165,fft18-fp32,2,9x9,256x256,8x8,recurrence,direct-strided,global-scratch,2,,,,cufftdx-online-shared+cufftdx-online-shared,9,9,256,256,8,8,recurrence,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.025928,20221169337.977360,0.000553,1
fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_ttt_ffg_gt512x512_ge16x16,fft20-fp32-batch16,3,fft20-fp32_b16_d4_3x3x4x10_t512x512x512x512_e8x8x16x16_ttt_ffg_gt512x512_ge16x16,0,2435248.3666555374,fft20-fp32,4,3x3x4x10,512x512x512x512,8x8x16x16,tablextablextable,direct-stridedxdirect-stridedxdirect-strided,fusedxfusedxglobal-scratch,2,10x10,512x512,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,3,10,512,512,8,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,16,100,50,1.163796,14415937050.103703,0.001468,1
fft20-fp32_b2_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,fft20-fp32-batch2,1,fft20-fp32_b2_d3_3x5x12_t128x128x512_e8x16x8_tt_fg_gt128x512_ge16x8,0,454868.7782427502,fft20-fp32,3,3x5x12,128x128x512,8x16x8,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x12,128x512,16x8,cufftdx-online-shared+cufftdx-online-shared+cufftdx-large-online,3,12,128,512,8,8,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,20,1048576,2,100,50,0.223130,9398806780.039021,0.001120,1
fft18-fp32_b2_p6s12_t128x256_e16x16_rec_tx,fft18-fp32-batch2,3,fft18-fp32_b2_p6s12_t128x256_e16x16_rec_tx,0,91438.61722882584,fft18-fp32,2,6x12,128x256,16x16,recurrence,tiled-transpose,global-scratch,2,,,,cufftdx-online-shared+cufftdx-large-online,6,12,128,256,16,16,recurrence,tiled-transpose,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,2,100,50,0.033505,15647921960.831467,0.000549,1
fft18-fp32_b16_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,fft18-fp32-batch16,2,fft18-fp32_b16_d3_5x3x10_t128x128x128_e16x8x16_tt_fg_gt128x128_ge16x16,0,608812.0916638843,fft18-fp32,3,5x3x10,128x128x128,16x8x16,tablextable,direct-stridedxdirect-strided,fusedxglobal-scratch,2,8x10,128x128,16x16,cufftdx-online-shared+cufftdx-online-shared+cufftdx-online-shared,5,10,128,128,16,16,table,direct-strided,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,cufftdx-block,18,262144,16,100,50,0.257679,16277220604.609726,0.000610,1
