suite_case_id,suite_group,suite_tier,suite_runner,implementation,reference,trial,performance_batch,preflight_correct,preflight_max_error,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,cross_twiddle,local_exchange,fft_core,stage_space,stage_handoff,tile_threads,prefix_threads,suffix_threads,prefix_ept,suffix_ept,prefix_units_per_cta,suffix_units_per_cta,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct,output_order,word_bits,modulus,modulus_bits,n1_log,rows_per_block,threads_per_block,inverse,kernel_ntt_s,end_to_end_ntt_s,kernel_points_s,mod_multiply,library,library_version,plan_ms,max_abs_error,relative_l2_error
fft8_cufft_b1,fft8-batch1,quick,fft-library,cuFFT,1,2,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,1,1,256,1000,100,,0.002672640,,374161.857641088,0.383141742,95785435.556118518,,-1,,,,,,,,,,,,,cufft,10900,1.811332000,0.000000000,0.000000000
fwht8_shared_b1,fwht8-batch1,quick,butterfly,cuButterfly-shared-radix4,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.014336,0.002560,0.021632,390624.974341,0.400000,99999993.431266,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4_b16384,xor8-batch16384,quick,butterfly,cuButterfly-radix4,0,3,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.779552,0.047770,2.596096,342979645.184681,351.211157,87802789167.278244,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft_b1,fft20-batch1,quick,fft-library,VkFFT,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,,0.061040640,,16382.528132238,171.783258188,17178325818.789716721,,-1,,,,,,,,,,,,,vkfft,10304,779.599211000,0.000000000,0.000000000
ntt20_compact_b4,ntt20-batch4,quick,ntt,cuNTT-compact-stage,0,3,4,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,5.457952,0.341565,5.103776,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,11710.787002,366.861630,12279650191.712894,shoup,,,,,
fwht8_shared_b1,fwht8-batch1,quick,butterfly,cuButterfly-shared-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.012288,0.002560,0.018272,390624.974341,0.400000,99999993.431266,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_hier_b1,fwht20-batch1,quick,butterfly,cuButterfly-hierarchical-radix4,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,hierarchical,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,0,0,0,20,1048576,1,1,1048576,1000,100,0.756608,0.098478,0.722112,10154.544156,106.478113,10647811292.913397,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_vkfft_b256,fft14-batch256,quick,fft-library,VkFFT,0,1,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.171458572,,1493072.039449384,171.237446060,24462492294.338710785,,-1,,,,,,,,,,,,,vkfft,10304,368.603180000,0.000000000,0.000000000
ntt20_compact_b1,ntt20-batch1,quick,ntt,cuNTT-compact-stage,0,2,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,compact-stage,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,20,1048576,1,1,1048576,1000,100,1.420384,0.094915,1.339136,,,,,-1,bit-reversed,64,1152921504577486849,60,0,0,256,0,10535.791014,350.332074,11047577598.790255,shoup,,,,,
xor8_r2_b16384,xor8-batch16384,quick,butterfly,cuButterfly-radix2,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.784128,0.049695,2.611552,329692969.068485,337.605600,84401400081.532104,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp_b1,fwht15-batch1,quick,butterfly,cuButterfly-warp-register,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,1,1,32768,1000,100,0.043648,0.017633,0.056768,56710.947264,13.937282,1858304319.932564,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b256,fft14-batch256,quick,fft-library,cuFFT,1,2,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.121026561,,2115238.164210464,242.592434577,34656062082.424247742,,-1,,,,,,,,,,,,,cufft,10900,2.125199000,0.000000000,0.000000000
fwht20_online_b1,fwht20-batch1,quick,butterfly,cuButterfly-online-radix4,0,1,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.769120,0.090092,0.719872,11099.823022,116.390080,11639008024.833857,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_vkfft_b4,fft20-batch4,quick,fft-library,VkFFT,0,1,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.206520334,,19368.552842865,203.093996658,20309399665.760250092,,-1,,,,,,,,,,,,,vkfft,10304,794.661521000,0.000000000,0.000000000
ntt12_r2_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix2,1,3,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.842944,0.164137,2.607872,,,,,-1,natural,32,1073692673,30,6,4,256,0,6238692.328175,182370.185895,25553683776.203911,shoup,,,,,
xor8_r2_b16384,xor8-batch16384,quick,butterfly,cuButterfly-radix2,0,2,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.784640,0.050176,2.609344,326530598.674974,334.367333,83591833260.793320,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_warp_b128,fwht15-batch128,quick,butterfly,cuButterfly-warp-register,0,1,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,256,0,0,8,8,0,0,0,0,0,0,15,32768,128,1,32768,1000,100,2.784960,0.064788,2.610880,1975659.776376,485.538147,64738419552.293678,0.000000,-1,,,,,,,,,,,,,,,,,
fft18_cub_b4,fft18-batch4,quick,butterfly,cuButterfly-cuFFTDx-online,0,1,4,1,0.000512,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,online-reorder,auto,four-mul,recurrence,shared,cufftdx-block,0,named-barrier,128,256,256,8,8,4,4,9,1,0,0,18,262144,4,1,262144,1000,100,1.446848,0.059453,1.350176,67279.539577,158.732349,17636927622.871296,0.000000,-1,,,,,,,,,,,,,,,,,
fwht15_online_b128,fwht15-batch128,quick,butterfly,cuButterfly-online-radix4,0,3,128,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,8,1,0,0,15,32768,128,1,32768,1000,100,2.781280,0.316303,2.598944,404674.787485,99.452876,13260383436.316048,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_online_b4,fwht20-batch4,quick,butterfly,cuButterfly-online-radix4,0,1,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.784992,0.319601,2.603488,12515.619425,131.235782,13123578154.692392,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cub_b1,fft14-batch1,quick,butterfly,cuButterfly-cuFFTDx-direct,0,2,1,1,0.000095,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-direct,0,named-barrier,1024,0,0,8,8,0,0,0,0,0,0,14,16384,1,1,16384,1000,100,0.038784,0.020521,0.045024,48730.665930,5.588823,798403230.595040,0.000000,-1,,,,,,,,,,,,,,,,,
xor8_r4_b1,xor8-batch1,quick,butterfly,cuButterfly-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.013312,0.002499,0.019328,400230.550953,0.409836,102459021.044087,0.000000,-1,,,,,,,,,,,,,,,,,
xor20_online_b4,xor20-batch4,quick,butterfly,cuButterfly-online-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.787072,0.319252,2.596704,12529.269109,131.378909,13137890885.164440,0.000000,-1,,,,,,,,,,,,,,,,,
ntt16_r2_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix2,0,3,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.481088,0.303759,5.102752,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,210693.091657,5878.246955,13807982454.829952,shoup,,,,,
fft18_cufft_b1,fft18-batch1,quick,fft-library,cuFFT,1,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,1,1,262144,1000,100,,0.023265280,,42982.504716403,101.408451447,11267605716.376638412,,-1,,,,,,,,,,,,,cufft,10900,2.251789000,0.000000000,0.000000000
ntt16_r2_b64,ntt16-batch64,quick,ntt,cuNTT-Hybrid2D-radix2,0,2,64,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint64,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,16,65536,64,1,65536,1000,100,5.458496,0.301732,5.097280,,,,,-1,natural,64,1152921504606584833,60,8,4,256,0,212108.881874,5894.538630,13900767682.491871,shoup,,,,,
fwht8_shared_b16384,fwht8-batch16384,quick,butterfly,cuButterfly-shared-radix4,0,1,16384,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix4,four-mul,table,shared,scalar,0,named-barrier,128,0,0,8,8,0,0,0,0,0,0,8,256,16384,1,256,1000,100,2.783296,0.048947,2.611552,334728032.248018,342.761505,85690376255.492661,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_vkfft_b1,fft8-batch1,quick,fft-library,VkFFT,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,1,1,256,1000,100,,0.002355200,,424592.390277620,0.434782608,108695651.911070794,,-1,,,,,,,,,,,,,vkfft,10304,182.933752000,0.000000000,0.000000000
fft14_cufft_b256,fft14-batch256,quick,fft-library,cuFFT,1,3,256,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,256,1,16384,1000,100,,0.123156480,,2078656.348241232,238.396939267,34056705609.584350586,,-1,,,,,,,,,,,,,cufft,10900,1.836037000,0.000000000,0.000000000
fft8_cufft_b64,fft8-batch64,quick,fft-library,cuFFT,1,2,64,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,8,256,64,1,256,1000,100,,0.002764800,,23148149.278741192,23.703704861,5925926215.357745171,,-1,,,,,,,,,,,,,cufft,10900,1.985735000,0.000000000,0.000000000
fft8_cub_b1,fft8-batch1,quick,butterfly,cuButterfly-cuFFTDx,0,2,1,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.009216,0.002888,0.016896,346298.763369,0.354610,88652483.422564,0.000000,-1,,,,,,,,,,,,,,,,,
fft8_cub_b1,fft8-batch1,quick,butterfly,cuButterfly-cuFFTDx,0,3,1,1,0.000008,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,temporal-tile,auto,four-mul,table,shared,cufftdx-block,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.009216,0.002888,0.018848,346298.763369,0.354610,88652483.422564,0.000000,-1,,,,,,,,,,,,,,,,,
fft20_cufft_b4,fft20-batch4,quick,fft-library,cuFFT,1,2,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,20,1048576,4,1,1048576,1000,100,,0.210421756,,19009.441218200,199.328438348,19932843834.815044403,,-1,,,,,,,,,,,,,cufft,10900,2.072712000,0.000000000,0.000000000
ntt12_r4_b16,ntt12-batch16,quick,ntt,cuNTT-Hybrid2D-radix4,0,2,16,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,16,1,4096,1000,100,0.071616,0.007639,0.079680,,,,,-1,natural,32,1073692673,30,6,4,256,0,2094504.083552,100670.057115,8579088726.229346,shoup,,,,,
fft14_vkfft_b1,fft14-batch1,quick,fft-library,VkFFT,0,3,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.008263680,,121011.459971133,13.878562321,1982651760.167040586,,-1,,,,,,,,,,,,,vkfft,10304,313.106966000,0.000000000,0.000000000
fft18_vkfft_b4,fft18-batch4,quick,fft-library,VkFFT,0,2,4,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,18,262144,4,1,262144,1000,100,,0.063784964,,62710.703669972,147.953112326,16439234702.861194611,,-1,,,,,,,,,,,,,vkfft,10304,373.385829000,0.000000000,0.000000000
ntt12_r2_b1024,ntt12-batch1024,quick,ntt,cuNTT-Hybrid2D-radix2,1,1,1024,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix2,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1024,1,4096,1000,100,2.814528,0.162826,2.601728,,,,,-1,natural,32,1073692673,30,6,4,256,0,6288912.644581,183542.734261,25759386192.204250,shoup,,,,,
fwht20_online_b4,fwht20-batch4,quick,butterfly,cuButterfly-online-radix4,0,2,4,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,4,1,1048576,1000,100,2.790752,0.319652,2.598976,12513.614730,131.214761,13121476079.154661,0.000000,-1,,,,,,,,,,,,,,,,,
fft14_cufft_b1,fft14-batch1,quick,fft-library,cuFFT,1,1,1,1,,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,none,in-place,,,,,,,,,,,,,,,,,,,,14,16384,1,1,16384,1000,100,,0.011878400,,84186.421636252,9.655172325,1379310332.088345051,,-1,,,,,,,,,,,,,cufft,10900,1.950454000,0.000000000,0.000000000
ntt12_r4_b1,ntt12-batch1,quick,ntt,cuNTT-Hybrid2D-radix4,0,1,1,1,,Tesla V100-SXM2-16GB,7.0,ntt,uint32,forward,,,hybrid2d,radix4,,fused,,,0,named-barrier,,,,,,,,,,,,12,4096,1,1,4096,1000,100,0.012288,0.006001,0.023328,,,,,-1,natural,32,1073692673,30,6,4,256,0,166648.894374,24028.849430,682593871.356473,shoup,,,,,
fwht8_warp_b1,fwht8-batch1,quick,butterfly,cuButterfly-warp-register,0,2,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,temporal-tile,radix2,four-mul,table,warp-register,scalar,0,named-barrier,32,0,0,8,8,0,0,0,0,0,0,8,256,1,1,256,1000,100,0.011264,0.002048,0.016320,488281.251233,0.500000,125000000.315595,0.000000,-1,,,,,,,,,,,,,,,,,
fwht20_online_b1,fwht20-batch1,quick,butterfly,cuButterfly-online-radix4,0,3,1,1,0.000000,Tesla V100-SXM2-16GB,7.0,fwht,fp32,forward,none,out-of-place,online-reorder,radix4,four-mul,table,shared,scalar,0,named-barrier,256,0,0,8,8,0,0,10,1,0,0,20,1048576,1,1,1048576,1000,100,0.762464,0.090153,0.717920,11092.259625,116.310772,11631077228.981354,0.000000,-1,,,,,,,,,,,,,,,,,
