trial,device,compute_capability,operator,precision,direction,normalization,placement,backend,compute_unit,complex_multiply,stage_space,stage_handoff,tile_threads,local_stages,reorder_columns,warp_stages,pipeline_warps,logN,N,batch,element_stride,batch_stride,warmup,repeat,h2d_ms,kernel_ms,d2h_ms,transforms_s,Gbutterfly_s,points_s,max_error,correct
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,5.511392,0.114094,5.114336,143600791.640916,147.047211,36761802660.074463,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,5.496416,0.114299,5.113760,143343486.704592,146.783730,36695932596.375603,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,5.506624,0.114319,5.111456,143317805.048266,146.757432,36689358092.356041,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,5.479168,0.114381,5.100960,143240824.594118,146.678604,36669651096.094162,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.456512,0.146760,5.100544,111638285.198839,114.317604,28579401010.902767,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.478656,0.146719,5.127328,111669454.169746,114.349521,28587380267.455009,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.456768,0.146801,5.099712,111607144.951533,114.285716,28571429107.592415,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.471168,0.147436,5.111232,111126548.278744,113.793585,28448396359.358536,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.456800,0.147456,5.100768,111111118.409346,113.777785,28444446312.792633,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,fft,fp32,forward,inverse,out-of-place,temporal-tile,radix8,gauss3,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,5.455872,0.147497,5.099424,111080260.299466,113.746187,28436546636.663292,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.783552,0.069673,2.638272,235155775.478335,240.799514,60199878522.453720,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.780704,0.069693,2.636224,235086692.571756,240.728773,60182193298.369545,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.778144,0.069591,2.607840,235432614.422306,241.082997,60270749292.110329,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.778496,0.056340,2.630816,290803352.700006,297.782633,74445658291.201508,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.778656,0.056443,2.606208,290275766.394764,297.242385,74310596197.059647,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.786752,0.056361,2.630976,290697674.383976,297.674419,74418604642.297852,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.783648,0.052408,2.604448,312622124.179047,320.125055,80031263789.835999,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.768000,0.052326,2.596640,313111569.279225,320.626247,80156561735.481476,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.777984,0.052408,2.603616,312622124.179047,320.125055,80031263789.835999,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.767008,0.063734,2.596000,257069422.687335,263.239089,65809772207.957726,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.794368,0.063672,2.608224,257317469.243574,263.493089,65873272126.355003,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix2,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.773664,0.063713,2.597760,257152031.672750,263.323680,65830920108.223969,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.767072,0.060723,2.596640,269814500.572629,276.290049,69072512146.593002,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.777632,0.060764,2.602368,269632625.515572,276.103809,69025952131.986420,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.769088,0.060887,2.596704,269088452.079482,275.546575,68886643732.347321,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.767296,0.051814,2.596000,316205535.673977,323.794469,80948617132.538177,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.768480,0.051753,2.595744,316580935.500736,324.178878,81044719488.188339,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.771616,0.051814,2.597760,316205535.673977,323.794469,80948617132.538177,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.765216,0.050094,2.597376,327064600.309347,334.914151,83728537679.192886,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.778432,0.050074,2.601600,327198355.477687,335.051116,83762779002.287979,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.766240,0.050094,2.593504,327064600.309347,334.914151,83728537679.192886,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.767360,0.050831,2.597856,322320692.586702,330.056389,82514097302.195831,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.763840,0.050831,2.592768,322320692.586702,330.056389,82514097302.195831,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix4,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.768224,0.050872,2.596256,322061177.876432,329.790646,82447661536.366714,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.767232,0.063529,2.596384,257898120.360331,264.087675,66021918812.244766,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.767232,0.063713,2.599104,257152031.672750,263.323680,65830920108.223969,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,32,0,0,0,0,8,256,16384,1,256,10,50,2.765792,0.063652,2.624416,257400267.879795,263.577874,65894468577.227402,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.762720,0.053699,2.591840,305110611.909858,312.433267,78108316648.923584,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.770176,0.053678,2.602528,305227010.091123,312.552458,78138114583.327484,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,64,0,0,0,0,8,256,16384,1,256,10,50,2.765344,0.053760,2.595072,304761907.181232,312.076193,78019048238.395294,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.766144,0.051999,2.596544,315084681.594750,322.646714,80661678488.256027,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.781152,0.051876,2.602560,315831025.086614,323.410970,80852742422.173141,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,128,0,0,0,0,8,256,16384,1,256,10,50,2.767104,0.051896,2.599584,315706400.395325,323.283354,80820838501.203232,0.000000,-1
1,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.782176,0.052859,2.598144,309957371.170943,317.396348,79349087019.761368,0.000000,-1
2,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.775360,0.052838,2.611968,310077519.342908,317.519380,79379844951.784363,0.000000,-1
3,Tesla V100-SXM2-16GB,7.0,xor-zeta,uint32,forward,none,out-of-place,temporal-tile,radix8,four-mul,0,named-barrier,256,0,0,0,0,8,256,16384,1,256,10,50,2.768000,0.052838,2.599584,310077519.342908,317.519380,79379844951.784363,0.000000,-1
